CID,RA,DEC,zCMB,MU_SH0ES,MU_SH0ES_ERR_DIAG,mu_model,resid_mu,resid_mu_err,n_025cdeg,n_050cdeg,n_100cdeg,n_200cdeg,n_300cdeg,n_500cdeg
19940,315.393,-0.2685,0.15591,38.9704,0.179204,39.243434278857805,-0.273034278857807,0.179204,20778,85102,343044,1537893,3551722,9881359
1995ac,341.392,-8.7513,0.04867,36.3303,0.135835,36.56533181955156,-0.2350318195515583,0.135835,13421,57647,240988,990920,2217379,6201688
1995ak,41.4535,3.2306,0.02193,34.6739,0.247785,34.792961907914744,-0.119061907914741,0.247785,23714,99982,413140,1632278,3485785,8893056
1996bl,9.0749,11.3946,0.03481,35.7348,0.155656,35.81636803549163,-0.0815680354916281,0.155656,13303,52366,231233,911055,2046328,5606378
1996bv,94.0542,57.0525,0.01673,34.0755,0.297815,34.1970306077789,-0.1215306077789009,0.297815,16539,65367,265908,1063676,2069346,4325110
1997E,101.909,74.4975,0.01314,33.7649,0.288791,33.66681633796999,0.0980836620300067,0.288791,6858,25491,103646,449727,1034085,3037713
1997Y,191.381,54.7381,0.01661,34.1973,0.214463,34.18120865731707,0.0160913426829267,0.214463,11712,46721,185263,730838,1624760,4438107
1997dg,355.059,26.2033,0.02962,35.861,0.192522,35.457729148038446,0.4032708519615511,0.192522,20109,72455,263044,1044913,2269538,6259354
1997do,111.677,47.0933,0.01048,33.1081,0.364668,33.17139395750495,-0.0632939575049462,0.364668,11870,49753,196726,801447,1860464,5362448
1998V,275.656,15.7021,0.01718,34.1465,0.231417,34.255380421634854,-0.1088804216348506,0.231417,0,0,0,0,0,396061
19990,34.8064,-0.3848,0.24883,40.427,0.180619,40.371293568791216,0.0557064312087831,0.180619,28802,112030,440399,1768171,3933131,10752285
1999aa,126.925,21.4874,0.01579,34.1663,0.242893,34.06996909660484,0.0963309033951631,0.242893,16924,65122,252929,996296,2284800,6453621
1999dg,227.868,13.4849,0.02263,34.8589,0.246447,34.862292836783055,-0.0033928367830569,0.246447,16084,66167,259174,1027721,2324470,6498883
1999dk,22.8622,14.2849,0.014,33.8053,0.288803,33.80585071460157,-0.0005507146015659,0.288803,13212,53508,230648,946753,2119326,5844146
2000cf,238.234,65.9369,0.03646,36.0475,0.166339,35.91947546959546,0.1280245304045379,0.166339,11338,46779,190361,735168,1660734,4673466
2000cn,269.418,27.8328,0.0226,34.9992,0.267367,34.85936508733082,0.1398349126691798,0.267367,24686,101026,397464,1641937,3719736,9655936
2000dg,1.5575,8.8882,0.03725,36.0748,0.289284,35.967239448921376,0.1075605510786275,0.289284,13322,52272,207841,882814,2023140,5927582
2000dk,16.848,32.4064,0.01649,34.1436,0.28269,34.16527333072595,-0.0216733307259531,0.28269,15567,58787,183050,587983,1272515,3565581
2000dm,274.746,16.2482,0.01472,34.0109,0.270222,33.91589604458839,0.095003955411606,0.270222,0,0,0,0,37207,983452
2001V,179.354,25.2025,0.01592,33.7902,0.290577,34.087980293923174,-0.297780293923175,0.290577,12995,56691,240043,1022923,2337956,6443833
2001br,277.607,34.1036,0.02046,34.8118,0.300223,34.639980330515435,0.171819669484563,0.300223,23724,95140,386841,1538796,2857665,6319316
2001cj,200.437,31.2468,0.02491,35.1973,0.228493,35.07431778483845,0.1229822151615493,0.228493,15255,60926,251628,965391,2085594,5610938
2002de,244.127,35.7084,0.0305,35.3638,0.283742,35.52267142458615,-0.1588714245861524,0.283742,13186,52807,207012,834489,1893275,5417247
2002ha,311.827,0.3127,0.0122,33.708,0.24076,33.50413805371818,0.2038619462818189,0.24076,24962,99976,392475,1636877,3716737,10102199
2002he,124.995,62.8203,0.02469,35.1139,0.15531,35.05470978415634,0.0591902158436639,0.15531,11478,45851,183096,738619,1643479,4582675
2002jy,20.3178,40.4987,0.0187,34.9988,0.187715,34.441879852468034,0.5569201475319687,0.187715,0,0,0,0,0,0
2003ch,109.491,9.693,0.02895,35.6024,0.169987,35.407003687685844,0.1953963123141591,0.169987,0,0,0,0,0,1597
2003he,359.738,-2.2481,0.02404,35.0862,0.240547,34.9957572168146,0.0904427831854022,0.240547,23236,92476,357370,1458237,3315164,9256871
2003it,1.452,27.4527,0.02413,35.079,0.205996,35.00401272186571,0.0749872781342873,0.205996,12249,53432,233081,949438,2170057,6046290
2003iv,42.5302,12.8462,0.03351,35.9118,0.165632,35.73171106567749,0.1800889343225122,0.165632,13844,54863,198190,542038,1143861,3241214
2003kc,146.643,30.6553,0.0341,35.8566,0.205773,35.770523081693135,0.0860769183068654,0.205773,14447,60092,242724,979488,2131151,5696538
20040,328.879,0.8151,0.28655,40.6389,0.217509,40.71959602270656,-0.0806960227065616,0.217509,29980,121403,454886,1666283,3576013,9126330
2004L,156.767,16.0187,0.03344,35.829,0.273673,35.727061982347564,0.1019380176524364,0.273673,13956,59879,248449,969728,2181303,6137876
2004br,187.783,0.6132,0.02426,34.807,0.18246,35.01588403420042,-0.2088840342004161,0.18246,17169,66809,253990,1022575,2319387,6433872
2004gs,129.597,17.6277,0.02829,35.5996,0.235009,35.35589709211966,0.2437029078803405,0.235009,18166,68368,251253,989375,2219980,6319286
2004gu,191.603,11.9489,0.0467,36.4713,0.19409,36.47262618018118,-0.0013261801811808,0.19409,16623,66695,253678,997251,2235361,6449827
2005ag,224.182,9.3285,0.08024,37.6668,0.119289,37.697615879192725,-0.0308158791927226,0.119289,18220,69723,266817,1076336,2416825,6684734
2005de,270.597,26.0521,0.01495,34.1793,0.26677,33.949928923674754,0.2293710763252434,0.26677,25027,105826,445615,1698310,3663654,9046921
2005hc,29.1998,-0.2137,0.04496,36.4634,0.173532,36.38753096987244,0.0758690301275635,0.173532,27614,106036,429759,1719776,3861883,10638124
2005ir,19.1825,0.7946,0.0749,37.5656,0.154994,37.54033421977312,0.0252657802268885,0.154994,25220,102480,436410,1729978,3873886,10597908
2005kc,338.531,5.5684,0.01386,34.0187,0.307194,33.78380361956941,0.234896380430591,0.307194,16695,64788,246982,997228,2255865,6808551
2005ki,160.118,9.2023,0.02066,34.5709,0.187708,34.6614192514974,-0.0905192514973975,0.187708,16845,64411,256403,1020991,2270368,6256695
2005ku,344.927,-0.0137,0.04397,36.2916,0.249078,36.33767532411255,-0.0460753241125502,0.249078,28483,114611,451786,1699570,3495398,8458153
2005lz,32.7073,34.9828,0.04541,36.3247,0.195021,36.40984098444521,-0.0851409844452106,0.195021,0,0,0,66688,284439,1596101
20064,358.586,-0.9176,0.10351,38.2079,0.196456,38.28358605735015,-0.075686057350147,0.196456,25019,98015,398479,1565827,3485461,9115805
2006ac,190.437,35.0686,0.02395,34.9871,0.184147,34.98747125754999,-0.0003712575499932,0.184147,11216,44239,183277,762681,1726065,4982141
2006bt,239.127,20.046,0.03241,35.772,0.224228,35.65753109428143,0.1144689057185672,0.224228,16209,66231,256494,1004996,2264928,6424626
2006cf,163.511,46.0267,0.04223,36.2931,0.151018,36.24734526865024,0.045754731349767,0.151018,11638,46740,177395,699533,1610069,4524096
2006dm,355.449,-3.669,0.02161,34.8059,0.18018,34.760538736077194,0.0453612639228069,0.18018,14492,60664,241790,1038048,2471604,7584568
2006ev,322.747,13.9892,0.02759,35.6739,0.216353,35.300398912812724,0.3735010871872788,0.216353,20771,83787,338795,1365373,3116254,8703455
2006oa,320.929,-0.8435,0.06142,37.0747,0.183316,37.08967200129999,-0.0149720012999878,0.183316,32722,134737,510257,1889192,4042472,10132556
2006qo,120.035,56.3688,0.02871,35.4779,0.275376,35.388552930960714,0.0893470690392845,0.275376,12480,48207,187327,741972,1698665,4811125
2006sr,0.8959,23.1962,0.02307,34.9949,0.180801,34.904799699948185,0.0901003000518159,0.180801,14893,57698,214694,910474,2126824,5971117
2006td,29.5657,36.3494,0.01504,34.1727,0.365029,33.96310531088743,0.2095946891125706,0.365029,0,0,0,0,68437,976952
2007O,224.022,45.4047,0.03732,35.8938,0.151724,35.971423908676755,-0.077623908676756,0.151724,13542,50548,196572,785797,1755411,4729879
2007ae,255.467,79.0318,0.06485,37.0851,0.153034,37.21274906559076,-0.1276490655907594,0.153034,11257,45883,189859,760773,1662953,4212910
2007fb,359.218,5.5088,0.0168,34.4009,0.221698,34.20620836687701,0.1946916331229928,0.221698,14330,57293,240479,978440,2313799,6968147
2007kk,55.5969,39.2418,0.0413,36.2521,0.175538,36.19756922768543,0.0545307723145711,0.175538,0,0,0,0,0,0
2007nq,14.3899,-1.3886,0.04275,36.2137,0.152187,36.27471407186052,-0.0610140718605194,0.152187,29949,117714,446096,1740205,3897231,10749103
2008050,204.198,5.1418,0.04627,36.2636,0.218105,36.45188692693954,-0.1882869269395399,0.218105,16111,64872,263087,1047776,2345090,6641877
2008051,229.995,4.9046,0.03835,36.0125,0.17035,36.03212555178247,-0.0196255517824681,0.17035,17303,70822,282136,1106937,2516235,7053021
20084,347.975,-0.5781,0.13834,39.0401,0.319084,38.96078847881069,0.0793115211893109,0.319084,28208,111146,438432,1682658,3529568,8391221
2008R,45.9738,-11.9943,0.0126,33.8286,0.265115,33.57483044596711,0.2537695540328926,0.265115,24926,97929,391862,1573054,3552785,9441911
2008Y,169.877,54.4628,0.07028,37.2961,0.226908,37.3953415044323,-0.0992415044322996,0.226908,12457,49443,198473,748434,1651439,4576530
2008bf,181.012,20.2452,0.02451,35.1061,0.235556,35.038538686073416,0.067561313926582,0.235556,16069,62884,247183,1003237,2276252,6340881
2008bz,189.741,11.1295,0.0613,37.1631,0.123921,37.08524725157544,0.0778527484245614,0.123921,14245,63000,250504,1021152,2315838,6528516
2008gg,21.346,-18.1724,0.03107,35.67,0.236835,35.56376384482163,0.1062361551783723,0.236835,28006,111406,453918,1805268,4071176,11457930
2009D,58.5951,-19.1817,0.02476,35.008,0.162015,35.06096726178399,-0.0529672617839906,0.162015,27278,110602,441740,1720974,3880579,10766627
2009bv,196.835,35.7844,0.03748,36.2564,0.149974,35.980959704310784,0.275440295689215,0.149974,12861,53646,205423,789694,1731248,4888181
2009dc,237.801,25.7078,0.02179,34.3468,0.19901,34.77883449732403,-0.4320344973240253,0.19901,17577,67659,265338,1043329,2327341,6252415
2009do,188.743,50.8512,0.04027,36.0403,0.147245,36.14115112866702,-0.100851128667017,0.147245,10796,43531,173811,700673,1584153,4484645
2009ds,177.267,-9.7291,0.02033,34.5072,0.233893,34.625933962345286,-0.1187339623452885,0.233893,0,5323,56910,364584,940532,2924797
2009kk,57.4345,-3.2644,0.01244,33.7023,0.266666,33.546824140729484,0.155475859270517,0.266666,20517,77787,281894,1078338,2253943,5785492
2009na,161.756,26.5439,0.02209,34.7477,0.199095,34.80899916138554,-0.0612991613855413,0.199095,14813,58918,232491,935020,2091908,5918578
2009nq,348.821,19.0229,0.01527,34.1657,0.28688,33.99642710300952,0.1692728969904777,0.28688,15104,62362,277036,1069334,2376556,6424892
2010Y,162.766,65.7797,0.01142,33.7403,0.254135,33.35942260335601,0.3808773966439887,0.254135,11125,44708,179711,728931,1648474,4511131
2010ag,255.973,31.5017,0.03336,35.8159,0.198961,35.72173707667897,0.0941629233210292,0.198961,18415,71588,274679,1080728,2422791,6733916
2010ai,194.85,27.9964,0.01918,34.9792,0.21848,34.497673850023645,0.4815261499763537,0.21848,18224,64647,243356,1014721,2270117,6161041
2010ao,205.921,3.9,0.02422,34.943,0.2098,35.01223799931779,-0.0692379993177922,0.2098,19347,69348,267485,1084778,2445042,6693016
2010dw,230.668,-5.9211,0.03871,36.0125,0.204712,36.05296726369818,-0.0404672636981757,0.204712,0,3092,36056,259745,702942,2545098
2010kg,70.035,7.35,0.01595,33.9999,0.334729,34.09211606894792,-0.0922160689479199,0.334729,0,0,0,0,0,0
2010ko,83.206,-14.0961,0.01096,33.8347,0.353909,33.26940885919768,0.5652911408023158,0.353909,0,0,0,0,0,885675
20111,354.394,0.2481,0.24267,40.4217,0.219858,40.30982696714684,0.1118730328531611,0.219858,32089,119013,456688,1687562,3519816,8467516
2011ao,178.463,33.3629,0.01168,33.4974,0.301502,33.40872206745041,0.0886779325495865,0.301502,12722,47904,197305,820513,1896612,5335994
2013ex,83.1942,-14.0459,0.01096,33.4336,0.283424,33.26940885919768,0.1641911408023162,0.283424,0,0,0,0,0,847260
2013fn,315.099,-14.4978,0.02724,35.2892,0.298907,35.272129521952934,0.0170704780470671,0.298907,0,0,2976,267229,887707,2845279
2013gq,124.473,23.4696,0.01457,33.7526,0.2163,33.893416011254246,-0.1408160112542447,0.2163,18398,69502,283957,1064315,2368838,6573936
2013gs,142.787,46.3848,0.01748,34.2221,0.320412,34.29344730935766,-0.0713473093576624,0.320412,12541,46569,182279,723565,1629234,4572478
2013gy,55.5703,-4.7218,0.01309,33.7355,0.239783,33.658457978792185,0.0770420212078164,0.239783,16079,66181,280269,1119350,2541848,6735556
2014ai,139.934,33.7637,0.02317,35.0225,0.271221,34.91434902767335,0.1081509723266478,0.271221,10579,43162,170673,737696,1745593,5206531
2014bj,290.663,43.8908,0.04239,36.5106,0.426487,36.25580119942797,0.2547988005720327,0.426487,0,0,0,0,1777,1187087
2016afk,155.625,15.0966,0.04677,36.5642,0.229149,36.47598478339063,0.0882152166093703,0.229149,13570,54056,233862,943660,2174649,6063936
2016hpw,317.283,-18.1039,0.02019,34.8165,0.241825,34.6107077262156,0.2057922737843966,0.241825,0,0,0,0,0,138747
2018fop,18.8255,-6.859,0.02017,34.5899,0.199177,34.60852405621649,-0.0186240562164883,0.199177,23574,87440,316854,1293356,2957003,8374721
20227,349.12,-0.0985,0.27574,40.6631,0.213576,40.624325462366414,0.0387745376335857,0.213576,30119,113017,437431,1710319,3493211,8488028
20364,25.7566,-0.9455,0.21729,40.1395,0.269611,40.04033432217089,0.0991656778291059,0.269611,25906,102576,420293,1679902,3749946,10578468
20430,312.417,0.4686,0.16593,39.4938,0.241887,39.39155911353368,0.1022408864663262,0.241887,22771,93938,375838,1576478,3620084,10205150
20687,16.7181,1.1541,0.19026,39.6892,0.294972,39.719176403480645,-0.0299764034806457,0.294972,28833,113451,467793,1887428,4055277,10522537
20764,26.1208,0.2298,0.16478,39.3182,0.150918,39.37498918256927,-0.0567891825692683,0.150918,25619,104184,419840,1669571,3792951,10474778
20821,55.5726,1.0631,0.19534,40.1343,0.403955,39.78263391525039,0.3516660847496169,0.403955,5528,25473,95906,374522,826288,2587799
21034,28.1414,1.2441,0.10751,38.4984,0.180059,38.37148159270064,0.1269184072993567,0.180059,31000,118594,433945,1699323,3805267,10223589
300105,351.71,-0.7301,0.09181,38.1602,0.266341,38.00666607780474,0.1535339221952654,0.266341,28108,110388,422526,1647001,3502166,8411578
300179,351.142,0.227,0.17896,39.7672,0.201468,39.57218067724489,0.1950193227551153,0.201468,25825,105106,430529,1674928,3527961,8453815
310039,36.2156,-3.3448,0.17156,39.4603,0.214715,39.47116657015734,-0.01086657015734,0.214715,27601,108983,434696,1685622,3817544,10665982
310090,351.308,-0.6051,0.34686,41.4163,0.370346,41.197014254049975,0.2192857459500246,0.370346,27366,110316,421313,1663835,3523561,8429504
320258,34.748,-4.8807,0.3409,41.0587,0.1943,41.15340499006043,-0.0947049900604284,0.1943,25505,106699,427830,1718948,3859490,10603877
330022,35.3241,-2.9491,0.26386,40.3035,0.205843,40.51556400569199,-0.2120640056919924,0.205843,26436,101769,430943,1746667,3869107,10711199
330128,36.8228,-3.8213,0.32095,40.9546,0.156373,41.00212210012933,-0.0475221001293277,0.156373,26274,106989,421545,1672763,3799264,10603331
350047,163.262,58.1363,0.23364,40.4148,0.19637,40.217064944273176,0.1977350557268238,0.19637,11365,45607,185073,747775,1672704,4532542
350192,148.716,1.9617,0.3015,40.8585,0.191702,40.84602764446119,0.0124723555388115,0.191702,15213,63242,254359,1025252,2259803,6360308
350235,184.35,48.3462,0.26384,40.5588,0.167704,40.51537712415737,0.04342287584263,0.167704,12337,50330,200516,757486,1670157,4547963
360139,185.739,47.5675,0.38594,41.5217,0.152114,41.46689214696262,0.0548078530373814,0.152114,11977,47911,198688,759451,1665499,4583540
360145,163.669,59.019,0.1986,39.8881,0.211487,39.82255482124372,0.065545178756281,0.211487,10131,42970,183510,750184,1644342,4509364
360156,150.807,1.8953,0.04673,36.5081,0.209562,36.47406617947381,0.03403382052619,0.209562,15454,66027,255807,1019756,2272428,6313469
370098,150.006,2.4311,0.22141,40.0441,0.143254,40.08599898482419,-0.0418989848241864,0.143254,19333,70759,267398,1009149,2262572,6337579
370356,183.406,46.4835,0.025,35.2277,0.204374,35.082290217222464,0.1454097827775342,0.204374,11406,45463,184177,759853,1700584,4615286
370394,132.379,45.0022,0.3308,40.996,0.212048,41.07786888604821,-0.0818688860482055,0.212048,10939,44472,174847,725976,1698709,4774751
370428,184.375,47.5482,0.1778,39.6477,0.131546,39.55660589992343,0.0910941000765745,0.131546,12833,51151,195546,771363,1681659,4577291
380279,149.827,2.9349,0.34946,41.2033,0.168604,41.21582184247586,-0.0125218424758628,0.168604,16774,65616,258040,1010141,2274065,6337728
390471,214.52,53.014,0.37053,41.0698,0.135854,41.36363350688828,-0.2938335068882765,0.135854,11230,44457,178056,720279,1637756,4598079
420196,351.761,-1.0284,0.29842,41.2705,0.232731,40.82046089589105,0.4500391041089457,0.232731,24941,104008,411580,1595122,3437019,8375927
420258,352.428,0.7054,0.27444,40.7399,0.293068,40.6126370234268,0.1272629765731991,0.293068,27393,111651,439567,1644667,3456139,8452395
420352,35.1822,-3.9625,0.38886,41.383,0.199578,41.4860269789141,-0.1030269789140945,0.199578,26221,108984,440235,1730990,3866288,10638082
420407,333.949,-0.3155,0.24512,40.4957,0.181643,40.33444467372159,0.1612553262784146,0.181643,25077,100486,424057,1711520,3577556,8791536
430003,333.38,-0.4529,0.32843,40.934,0.295651,41.05983572799887,-0.1258357279988686,0.295651,27447,107511,422556,1670329,3530201,8815835
440509,34.8496,-5.4304,0.31892,40.8941,0.203876,40.986244920607,-0.0921449206069979,0.203876,27257,107410,423061,1690650,3833910,10533065
450339,36.2874,-3.3534,0.40927,41.7061,0.274957,41.61617084497699,0.0899291550230074,0.274957,27540,107902,434789,1682680,3814207,10660432
460003,128.835,43.8555,0.15067,39.1687,0.134119,39.16239469709275,0.0063053029072506,0.134119,12148,48361,193587,750463,1692022,4816024
460105,129.37,44.0453,0.21071,39.9632,0.223017,39.96571433587724,-0.0025143358772368,0.223017,11827,48105,192274,753820,1679673,4812186
470041,131.337,44.7548,0.33179,41.0149,0.143999,41.08536641211073,-0.0704664121107327,0.143999,12126,43959,178560,728738,1689776,4776820
470043,128.994,44.7675,0.07061,37.7291,0.501827,37.40599692401527,0.3231030759847328,0.501827,11817,47832,188771,740689,1658801,4788953
490007,184.268,46.6275,0.05513,36.8676,0.194374,36.8456865921438,0.0219134078562035,0.194374,11242,45628,188391,763767,1686390,4607392
500301,215.548,52.6318,0.3255,41.2625,0.255286,41.0373746970852,0.2251253029148046,0.255286,10710,43421,176646,708026,1638861,4601197
510550,243.275,55.6117,0.24106,40.3291,0.130654,40.2935242729349,0.035575727065094,0.130654,12386,50540,200173,803022,1824956,5031065
520041,184.138,45.962,0.5454,42.5633,0.191404,42.35526217699788,0.2080378230021153,0.191404,11209,45804,185986,748226,1690487,4647778
520062,244.451,54.6334,0.30805,41.2018,0.139651,40.8996065957022,0.3021934042978031,0.139651,12877,53532,213324,828998,1839414,5089283
520071,215.504,53.6193,0.41152,41.8131,0.149106,41.630147425508014,0.1829525744919848,0.149106,10194,42958,172714,714805,1658706,4616193
520077,244.663,55.6842,0.25004,40.5965,0.224495,40.38320196761319,0.2132980323868096,0.224495,13271,52513,204944,812587,1834139,5077103
550041,352.54,-0.8664,0.25847,40.4663,0.209281,40.46471997493953,0.0015800250604698,0.209281,28688,114931,446129,1643517,3439836,8407327
550137,334.754,0.0297,0.41931,41.4604,0.22264,41.67799547329698,-0.2175954732969813,0.22264,26612,110283,450871,1745639,3653095,8771887
550154,36.3556,-3.5962,0.21003,40.1479,0.148877,39.95788024910866,0.1900197508913379,0.148877,27254,108457,434265,1678323,3816116,10639081
560054,353.296,-0.3364,0.4798,41.8956,0.237796,42.02367916061191,-0.1280791606119038,0.237796,31262,116552,465032,1731289,3486730,8471200
560150,333.961,1.2276,0.19957,39.8965,0.17155,39.83431581805524,0.0621841819447652,0.17155,30057,118861,448698,1640226,3452903,8719779
560152,334.8,1.1602,0.24851,40.3657,0.261564,40.3681352973562,-0.0024352973562002,0.261564,28412,113622,441944,1646818,3469395,8672964
570022,351.124,-0.4843,0.30141,41.1086,0.206046,40.84528399011847,0.2633160098815352,0.206046,26721,109083,423733,1672929,3531807,8444490
570056,37.0067,-3.495,0.28998,40.7298,0.234493,40.74913259073442,-0.0193325907344217,0.234493,28462,108087,417245,1660811,3772651,10618399
570062,353.102,0.2956,0.12363,38.8242,0.150324,38.6969506030784,0.1272493969215986,0.150324,28324,115185,459366,1714326,3498201,8483139
580235,150.235,2.5796,0.33154,41.0301,0.218692,41.08347504960542,-0.053375049605421,0.218692,18540,72532,265171,1004411,2265373,6315835
590005,151.018,1.2155,0.17137,39.5424,0.275502,39.46851993198311,0.0738800680168907,0.275502,15154,61954,249280,1020318,2273253,6307167
590194,130.237,44.5243,0.09015,37.9202,0.21704,37.96468681214469,-0.0444868121446901,0.21704,11311,46278,185856,745091,1667286,4774521
744,329.198,0.3175,0.12694,38.6849,0.280884,38.75879710381835,-0.0738971038183535,0.280884,27968,110461,458415,1701786,3598141,9108761
762,15.5353,-0.879,0.19009,39.8807,0.15799,39.71702574182423,0.1636742581757673,0.15799,28782,115652,454367,1782384,3936014,10747664
ASASSN-15fs,284.67,43.4689,0.0285,35.2391,0.185823,35.37228401351213,-0.1331840135121282,0.185823,24919,96619,331300,1077904,2214728,5295288
ASASSN-15hg,148.452,9.1939,0.03107,35.6461,0.196214,35.56376384482163,0.0823361551783676,0.196214,14616,58616,232357,995944,2245997,6203295
ASASSN-15kx,334.049,37.4738,0.01697,34.6084,0.219814,34.228340826452495,0.380059173547508,0.219814,0,0,0,0,0,135443
ASASSN-15nr,261.674,13.9098,0.02309,34.8331,0.263771,34.9067128201049,-0.0736128201048984,0.263771,26811,110257,442626,1755480,3746650,9902123
ASASSN-15od,35.8049,-4.5172,0.01678,34.3409,0.228387,34.20359001183362,0.137309988166379,0.228387,28445,111312,431192,1704717,3838187,10564706
ASASSN-15sf,2.865,-6.4273,0.02349,35.2317,0.235205,34.94463660346017,0.2870633965398284,0.235205,27306,106226,386132,1439437,3154913,8244375
ASASSN-15tg,5.171,25.229,0.03445,35.861,0.1686,35.7932381069475,0.0677618930524985,0.1686,13202,55500,238318,964014,2182321,5940319
ASASSN-15uu,25.9859,17.0626,0.02579,35.0223,0.372346,35.151083963517266,-0.1287839635172645,0.372346,13142,57026,240449,944918,2138009,5874221
ASASSN-15uv,126.784,27.8116,0.02104,34.6114,0.393324,34.701595495685496,-0.0901954956854922,0.393324,14784,60381,245250,982148,2279763,6356734
ASASSN-16aj,65.4509,-15.7554,0.03053,35.4654,0.177866,35.52485286570077,-0.05945286570077,0.177866,19744,72556,278484,1211705,2782531,7802840
ASASSN-16av,177.868,22.0261,0.02676,35.3467,0.289875,35.23277472695856,0.1139252730414384,0.289875,15990,63201,254317,1010409,2285602,6271106
ASASSN-16br,236.376,-13.1528,0.029,35.5064,0.190895,35.41082871127588,0.0955712887241162,0.190895,0,0,0,0,0,0
ASASSN-16ct,228.476,4.7573,0.04252,36.2457,0.207056,36.2626488099897,-0.0169488099896994,0.207056,15246,63959,266090,1071238,2500113,7021598
ASASSN-16es,177.727,2.3069,0.02973,35.5345,0.258248,35.46594956620705,0.0685504337929501,0.258248,16842,64139,256030,1020124,2330738,6414939
ASASSN-16fo,203.149,-5.2725,0.02994,35.4803,0.173804,35.48156064914126,-0.0012606491412583,0.173804,18304,70646,263110,1076510,2437477,6763348
ASASSN-16hc,209.768,33.139,0.05165,36.5862,0.156832,36.698872902283625,-0.1126729022836272,0.156832,11684,46790,184733,798658,1853386,5281466
ASASSN-16hh,31.1559,21.5861,0.02935,35.5015,0.190369,35.43742420629722,0.0640757937027771,0.190369,12040,53317,237556,936979,2117501,5841952
AT2016fbk,26.0272,34.3827,0.03495,36.1545,0.230318,35.82529993843694,0.329200061563057,0.230318,0,0,15711,240812,735755,2459965
AT2016hns,324.921,24.4065,0.03704,35.9789,0.163683,35.95463987623535,0.0242601237646553,0.163683,20559,77830,282347,985476,2154973,5351663
AT2017cfc,208.163,-2.0022,0.02499,35.0276,0.190198,35.08140578580704,-0.053805785807043,0.190198,17401,70870,271509,1100205,2470131,6887660
AT2017lm,45.3849,-15.016,0.03002,35.5542,0.216273,35.48747951914553,0.066720480854471,0.216273,21216,84986,357363,1525985,3534814,10002642
AT2017ns,42.2932,14.6008,0.02802,35.1963,0.366604,35.334651967573194,-0.1383519675731932,0.366604,12364,45783,138074,544624,1267197,3255312
AT2017po,240.965,39.9901,0.03201,35.576,0.196814,35.62994434254625,-0.0539443425462522,0.196814,12506,50627,204256,818124,1826025,5025251
ATLAS16agv,250.29,50.9724,0.04777,36.4976,0.165873,36.52343944996273,-0.0258394499627314,0.165873,13287,53289,212012,843330,1927301,5366191
ATLAS16bwu,18.5927,-13.1531,0.07074,37.3712,0.228257,37.41018140171683,-0.0389814017168248,0.228257,27165,109113,423796,1547359,3387032,9054386
ATLAS16cpu,227.956,46.251,0.01851,34.5716,0.239989,34.41940331720228,0.1521966827977152,0.239989,11194,44986,178595,730668,1674254,4736176
ATLAS16dqf,317.283,-18.1039,0.02019,34.5749,0.375822,34.6107077262156,-0.0358077262156015,0.375822,0,0,0,0,0,138747
ATLAS17bas,166.898,22.8514,0.02331,34.5715,0.261746,34.9276501703622,-0.3561501703621985,0.261746,16728,66184,251240,1019519,2204309,6044031
Gaia16aki,239.794,14.6416,0.07398,37.5535,0.176502,37.51215778881543,0.0413422111845704,0.176502,17079,66069,259786,1086397,2437807,6729459
Lancaster,189.236,62.2148,1.23589,44.905,0.273735,44.51486417175848,0.3901358282415259,0.273735,10908,43110,177786,705045,1562360,4399498
PS15ahs,269.874,43.3901,0.02522,35.1974,0.185937,35.10166023631452,0.0957397636854793,0.185937,16868,66176,257944,1039246,2354526,6618227
PS15asb,215.085,-9.3009,0.04952,36.4714,0.18553,36.60421277587589,-0.132812775875891,0.18553,0,3986,67852,397688,1034333,3358505
PS15bdr,253.706,36.7252,0.07094,37.3552,0.196012,37.41660467793752,-0.0614046779375101,0.196012,14247,55574,229781,930586,2117358,5831947
PS15bsq,355.467,-8.6379,0.03309,35.7797,0.159699,35.70367286331549,0.0760271366845088,0.159699,16454,67938,263898,1019354,2264823,6262801
PS15bwh,352.644,-18.8915,0.07149,37.2494,0.16107,37.43417953750842,-0.1847795375084189,0.16107,0,0,0,0,0,402743
PS15cku,21.0939,3.5876,0.02222,35.0537,0.229702,34.82194542409553,0.2317545759044676,0.229702,28865,108741,414552,1627902,3478963,9159650
PS15cms,149.646,0.743,0.06603,37.3617,0.203312,37.25364603138919,0.108053968610811,0.203312,17589,67867,257132,1015040,2258622,6362002
PS15cwx,78.6992,7.0504,0.03007,35.4164,0.184841,35.4911709690624,-0.0747709690623992,0.184841,0,0,0,0,0,0
PS15cze,56.8476,0.8772,0.03891,36.5486,0.234635,36.06446448590831,0.4841355140916903,0.234635,0,0,24824,229840,624196,2447058
PS16ayd,216.826,-1.6753,0.05485,36.8581,0.149593,36.83421035945601,0.0238896405439916,0.149593,18429,72569,283016,1122043,2534099,7023779
PS16bnz,155.154,-2.4668,0.06398,37.0786,0.154429,37.18213522961179,-0.1035352296117864,0.154429,15234,59742,245902,1020224,2357588,6486741
PS16ccn,273.122,31.2799,0.02395,35.1784,0.189112,34.98747125754999,0.1909287424500121,0.189112,24341,101541,406314,1520780,3208932,7744998
