CID,RA,DEC,zCMB,MU_SH0ES,MU_SH0ES_ERR_DIAG,mu_model,resid_mu,resid_mu_err,n_05deg,n_10deg,n_20deg,log_rho_05,log_rho_10,log_rho_20,rho_05_std,rho_10_std,rho_20_std,grad_logrho_logr,abs_grad,multiscale_var,sparse_reconnection,neck_score,abs_resid,low_density_tail,high_density_bulk
2006ev,322.747,13.9892,0.02759,35.6739,0.216353,35.300398912812724,0.3735010871872788,0.216353,83787,338795,1365373,5.028091942670319,5.032788401490561,5.036041764562378,0.3313949273654743,0.33203946431712345,0.3334894878642494,0.005734584309812222,0.005734584309812222,0.003996681224106636,0.007949821892059283,-0.7441728674865129,0.3735010871872788,0,0
2006qo,120.035,56.3688,0.02871,35.4779,0.275376,35.388552930960714,0.0893470690392845,0.275376,48207,187327,741972,4.788029232963111,4.775452823723545,4.771178237800921,0.15192100502629913,0.16013983077731211,0.17375565875142227,-0.012155423577267567,0.012155423577267567,0.00875970121376939,0.0,-0.809641562687604,0.0893470690392845,1,0
2008050,204.198,5.1418,0.04627,36.2636,0.218105,36.45188692693954,-0.1882869269395399,0.218105,64872,263087,1047776,4.916974100629415,4.922951166753654,4.921058996893882,0.24832182127053323,0.2586684187581031,0.2641457092539881,0.002946629791646082,0.002946629791646082,0.003054832339185798,0.004084896264466842,-0.8209607978037553,0.1882869269395399,0,0
2008051,229.995,4.9046,0.03835,36.0125,0.17035,36.03212555178247,-0.0196255517824681,0.17035,70822,282136,1106937,4.955084437777904,4.953310171426958,4.944913432545932,0.27681359201680994,0.2789481710693023,0.27853183630823997,-0.007336829404510779,0.007336829404510779,0.005432964082785629,0.0,-0.8504028141168206,0.0196255517824681,0,0
2008bf,181.012,20.2452,0.02451,35.1061,0.235556,35.038538686073416,0.067561313926582,0.235556,62884,247183,1003237,4.903457183886556,4.895870483137703,4.902194109701546,0.23821640311237077,0.24057857813060843,0.25276867783007606,-0.0009111154314943457,0.0009111154314943457,0.004064923893679526,0.0,-0.8859926293732896,0.067561313926582,0,0
2008gg,21.346,-18.1724,0.03107,35.67,0.236835,35.56376384482163,0.1062361551783723,0.236835,111406,453918,1805268,5.151822598213583,5.159828488992221,5.157332060508355,0.4238975325848818,0.41690197993155037,0.4066372090419103,0.00397423696531631,0.00397423696531631,0.004096352383768982,0.005509462294772227,-0.7884107218116927,0.1062361551783723,0,1
2009D,58.5951,-19.1817,0.02476,35.008,0.162015,35.06096726178399,-0.0529672617839906,0.162015,110602,441740,1720974,5.148677025582398,5.148017837289639,5.136564697507726,0.4215458626449311,0.409012489029603,0.3941128329859571,-0.008737197823474407,0.008737197823474407,0.006810744348182719,0.0,-0.8360432481672236,0.0529672617839906,0,1
2009dc,237.801,25.7078,0.02179,34.3468,0.19901,34.77883449732403,-0.4320344973240253,0.19901,67659,265338,1043329,4.93524211208579,4.9266512153582385,4.919211831280167,0.26197921801245727,0.26114004357083476,0.2630317210801846,-0.011563403311164896,0.011563403311164896,0.008022030548762188,0.0,-0.8166614667421801,0.4320344973240253,0,0
2009na,161.756,26.5439,0.02209,34.7477,0.199095,34.80899916138554,-0.0612991613855413,0.199095,58918,232491,935020,4.875165485823984,4.8692581408086975,4.871611500948499,0.21706517130665448,0.22280158851382967,0.2343249258340404,-0.0025636581776278746,0.0025636581776278746,0.00297393783762671,0.0,-0.8856644499182272,0.0612991613855413,0,0
2010Y,162.766,65.7797,0.01142,33.7403,0.254135,33.35942260335601,0.3808773966439887,0.254135,44708,179711,728931,4.755305074806071,4.757427204747521,4.763477152084348,0.12745600991375247,0.14809875459502003,0.16911128991409932,0.005894907681565932,0.005894907681565932,0.004240443084335085,0.008172077278277179,-0.7385974694057245,0.3808773966439887,1,0
2010ag,255.973,31.5017,0.03336,35.8159,0.198961,35.72173707667897,0.0941629233210292,0.198961,71588,274679,1080728,4.959756414596639,4.941677166028034,4.934506941346926,0.2803064210603495,0.2711773475306615,0.27225589221291224,-0.01821364492121026,0.01821364492121026,0.013011579779636002,0.0,-0.7579701996544488,0.0941629233210292,0,0
2010kg,70.035,7.35,0.01595,33.9999,0.334729,34.09211606894792,-0.0922160689479199,0.334729,0,0,0,0.10491011863382857,-0.4971498726941338,-1.0992098640220962,-3.3492381598242233,-3.361947861798997,-3.3665565214419995,-0.8685889638065035,0.8685889638065035,0.6020599913279623,0.0,6.44743368343028,0.0922160689479199,1,0
2013ex,83.1942,-14.0459,0.01096,33.4336,0.283424,33.26940885919768,0.1641911408023162,0.283424,0,0,0,0.10491011863382857,-0.4971498726941338,-1.0992098640220962,-3.3492381598242233,-3.361947861798997,-3.3665565214419995,-0.8685889638065035,0.8685889638065035,0.6020599913279623,0.0,6.44743368343028,0.1641911408023162,1,0
2013gq,124.473,23.4696,0.01457,33.7526,0.2163,33.893416011254246,-0.1408160112542447,0.2163,69502,283957,1064315,4.946913669343751,4.95610423595455,4.9278607269831065,0.2707050220469424,0.2808146003930178,0.2682476949257349,-0.013743792729022845,0.013743792729022845,0.014405883787799978,0.0,-0.7683786961791571,0.1408160112542447,0,0
2013gs,142.787,46.3848,0.01748,34.2221,0.320412,34.29344730935766,-0.0713473093576624,0.320412,46569,182279,723565,4.7730163565665595,4.763589147216277,4.760268287367307,0.14069718848366097,0.1522149194155392,0.16717608858749453,-0.009195788107335644,0.009195788107335644,0.006613290338143506,0.0,-0.8353081236985159,0.0713473093576624,1,0
2014bj,290.663,43.8908,0.04239,36.5106,0.426487,36.25580119942797,0.2547988005720327,0.426487,0,0,0,0.10491011863382857,-0.4971498726941338,-1.0992098640220962,-3.3492381598242233,-3.361947861798997,-3.3665565214419995,-0.8685889638065035,0.8685889638065035,0.6020599913279623,0.0,6.44743368343028,0.2547988005720327,1,0
2016hpw,317.283,-18.1039,0.02019,34.8165,0.241825,34.6107077262156,0.2057922737843966,0.241825,0,0,0,0.10491011863382857,-0.4971498726941338,-1.0992098640220962,-3.3492381598242233,-3.361947861798997,-3.3665565214419995,-0.8685889638065035,0.8685889638065035,0.6020599913279623,0.0,6.44743368343028,0.2057922737843966,1,0
20227,349.12,-0.0985,0.27574,40.6631,0.213576,40.624325462366414,0.0387745376335857,0.213576,113017,437431,1710319,5.158057736259934,5.143760677646902,5.133867510248651,0.428559000760717,0.4061687151960076,0.3924862139720283,-0.017449559552230882,0.017449559552230882,0.012161741107747653,0.0,-0.7664051090743834,0.0387745376335857,0,1
20430,312.417,0.4686,0.16593,39.4938,0.241887,39.39155911353368,0.1022408864663262,0.241887,93938,375838,1576478,5.077756051351471,5.077851971207629,5.098478325939808,0.3685244440461644,0.3621418356548835,0.37114371359853515,0.014947961392266649,0.014947961392266649,0.011936417485095212,0.020722274588337086,-0.46088652481730363,0.1022408864663262,0,0
300105,351.71,-0.7301,0.09181,38.1602,0.266341,38.00666607780474,0.1535339221952654,0.266341,110388,422526,1647001,5.147835917775983,5.128704593435014,5.117484262523758,0.42091703979563694,0.3961112820924076,0.38260580905407227,-0.02189409125757787,0.02189409125757787,0.015346695482238269,0.0,-0.7280957554309627,0.1535339221952654,0,0
310039,36.2156,-3.3448,0.17156,39.4603,0.214715,39.47116657015734,-0.01086657015734,0.214715,108983,434696,1685622,5.142272862246402,5.141036770284967,5.127550584482632,0.41675802902173403,0.4043491507138012,0.3886766039696048,-0.010619878560189856,0.010619878560189856,0.008166502651949523,0.0,-0.8197750642225486,0.01086657015734,0,1
350235,184.35,48.3462,0.26384,40.5588,0.167704,40.51537712415737,0.04342287584263,0.167704,50330,200516,757486,4.806745677883889,4.80500132567461,4.780165319849657,0.1659136563059339,0.17987816894692646,0.17917558593335042,-0.019173675360519556,0.019173675360519556,0.014868228896963702,0.0,-0.7425472143292546,0.04342287584263,0,0
360139,185.739,47.5675,0.38594,41.5217,0.152114,41.46689214696262,0.0548078530373814,0.152114,47911,198688,759451,4.785354418709981,4.801023951277586,4.781290466126819,0.14992128001226668,0.1772212910786125,0.17985413886723545,-0.0029315221190678955,0.0029315221190678955,0.010420015976323097,0.0,-0.838563535849334,0.0548078530373814,0,0
360156,150.807,1.8953,0.04673,36.5081,0.209562,36.47406617947381,0.03403382052619,0.209562,66027,255807,1019756,4.92463826124807,4.9107642495498585,4.909286831139813,0.2540516448209929,0.2505275832798113,0.257046154491426,-0.011073716043868198,0.011073716043868198,0.008468937085305397,0.0,-0.8160026062672533,0.03403382052619,0,0
420352,35.1822,-3.9625,0.38886,41.383,0.199578,41.4860269789141,-0.1030269789140945,0.199578,108984,440235,1730990,5.1422768471661096,5.146535681111739,5.139084945817192,0.4167610081981795,0.40802241176923887,0.39563274370265117,-0.002302470123544997,0.002302470123544997,0.003738077875661617,0.0,-0.882097259084938,0.1030269789140945,0,1
430003,333.38,-0.4529,0.32843,40.934,0.295651,41.05983572799887,-0.1258357279988686,0.295651,107511,422556,1670329,5.136367059563854,5.128735427847836,5.123592417317591,0.4123427761351414,0.3961318794163786,0.38628951351109025,-0.00921495650890755,0.00921495650890755,0.006427594735243387,0.0,-0.8363626873535531,0.1258357279988686,0,0
450339,36.2874,-3.3534,0.40927,41.7061,0.274957,41.61617084497699,0.0899291550230074,0.274957,107902,434789,1682680,5.137943638064966,5.141129674231711,5.1267919268966935,0.4135214461910417,0.4044112103580144,0.38821907294346,-0.008044259199946495,0.008044259199946495,0.007528639619027856,0.0,-0.8345880109527729,0.0899291550230074,0,1
460003,128.835,43.8555,0.15067,39.1687,0.134119,39.16239469709275,0.0063053029072506,0.134119,48361,193587,750463,4.789414371347861,4.789728560364481,4.77611999981057,0.15295655202648423,0.1696759933179989,0.17673593534147322,-0.009589861944292448,0.009589861944292448,0.007767796230368539,0.0,-0.8265773274450383,0.0063053029072506,0,0
460105,129.37,44.0453,0.21071,39.9632,0.223017,39.96571433587724,-0.0025143358772368,0.223017,48105,192274,753820,4.787109365576955,4.786772947332877,4.778058367867138,0.1512333005176457,0.16770164992783526,0.17790492586157797,-0.006528914755525327,0.006528914755525327,0.00513123818785067,0.0,-0.855670982551351,0.0025143358772368,0,0
490007,184.268,46.6275,0.05513,36.8676,0.194374,36.8456865921438,0.0219134078562035,0.194374,45628,188391,763767,4.764151069562071,4.7779125839919026,4.783751594526134,0.1340693876340468,0.16178294554751027,0.18133839556338258,0.014138790082236972,0.014138790082236972,0.010063580395732139,0.01960052496406295,-0.49295620758340297,0.0219134078562035,1,0
500301,215.548,52.6318,0.3255,41.2625,0.255286,41.0373746970852,0.2251253029148046,0.255286,43421,176646,708026,4.742619941643525,4.749956393506342,4.750839955429578,0.11797244369535285,0.1431082681424766,0.16149005253347595,0.005929486562588687,0.005929486562588687,0.0045124426912431384,0.00822001378605286,-0.7360528891224822,0.2251253029148046,1,0
510550,243.275,55.6117,0.24106,40.3291,0.130654,40.2935242729349,0.035575727065094,0.130654,50540,200173,803022,4.80855394921704,4.804257794905623,4.80551812039735,0.1672655428576184,0.17938149193155417,0.19446534651206546,-0.0021898875915771993,0.0021898875915771993,0.0022083786977125843,0.0,-0.8919303158776298,0.035575727065094,0,0
520071,215.504,53.6193,0.41152,41.8131,0.149106,41.630147425508014,0.1829525744919848,0.149106,42958,172714,714805,4.737964281932017,4.740180184238336,4.754978325245135,0.11449181352784393,0.13657778057771303,0.16398581956114683,0.012273037956652732,0.012273037956652732,0.009249980812132474,0.017014043313118066,-0.5454652455134503,0.1829525744919848,1,0
550137,334.754,0.0297,0.41931,41.4604,0.22264,41.67799547329698,-0.2175954732969813,0.22264,110283,450871,1745639,5.147422628211412,5.156903392944944,5.142744820860716,0.42060805928256273,0.4149480218237798,0.39783994022353353,-0.0033743247335419344,0.0033743247335419344,0.007213782468385195,0.0,-0.8562978996579341,0.2175954732969813,0,1
550154,36.3556,-3.5962,0.21003,40.1479,0.148877,39.95788024910866,0.1900197508913379,0.148877,108457,434265,1678323,5.140171710278791,5.14060595576916,5.125665940998066,0.4151871811981896,0.40406136750856564,0.38754001365087254,-0.010463700702790792,0.010463700702790792,0.008503038211251675,0.0,-0.8183783569347735,0.1900197508913379,0,1
560054,353.296,-0.3364,0.4798,41.8956,0.237796,42.02367916061191,-0.1280791606119038,0.237796,116552,465032,1731289,5.171433575097699,5.1703339000009425,5.139159956511247,0.4385589472901808,0.4239195727504466,0.3956779811331587,-0.02328049474310765,0.02328049474310765,0.0183239847134881,0.0,-0.7040122719252965,0.1280791606119038,0,1
560150,333.961,1.2276,0.19957,39.8965,0.17155,39.83431581805524,0.0621841819447652,0.17155,118861,448698,1640226,5.179953152158713,5.154805228942872,5.115694092577571,0.4449282910073956,0.4135464526113444,0.38152619381310793,-0.046353113294951384,0.046353113294951384,0.03238138809076357,0.0,-0.5202860467906867,0.0621841819447652,0,1
560152,334.8,1.1602,0.24851,40.3657,0.261564,40.3681352973562,-0.0024352973562002,0.261564,113622,441944,1646818,5.160376370449258,5.148218352123827,5.1174360049589,0.4302924410477788,0.40914643252399013,0.38257670589399273,-0.030974926173449983,0.030974926173449983,0.022133102264215075,0.0,-0.6481171824769526,0.0024352973562002,0,1
570056,37.0067,-3.495,0.28998,40.7298,0.234493,40.74913259073442,-0.0193325907344217,0.234493,108087,417245,1660811,5.138687599607804,5.123242309238925,5.121110610100841,0.41407764126326063,0.39246248755048835,0.38479278583892446,-0.012679117797726805,0.012679117797726805,0.009592112175482162,0.0,-0.8023316609289107,0.0193325907344217,0,0
580235,150.235,2.5796,0.33154,41.0301,0.218692,41.08347504960542,-0.053375049605421,0.218692,72532,265171,1004411,4.96544575909711,4.92637779150511,4.90270202869128,0.2845598470684277,0.26095739700263887,0.253074993486676,-0.04526003435168269,0.04526003435168269,0.03168496894382212,0.0,-0.5291763738169843,0.053375049605421,0,0
590005,151.018,1.2155,0.17137,39.5424,0.275502,39.46851993198311,0.0738800680168907,0.275502,61954,249280,1020318,4.8969864799477545,4.8995393054902925,4.909526109975507,0.23337882289173303,0.24302934387161237,0.2571904587114841,0.009045431027810746,0.009045431027810746,0.006626908571743272,0.012539630027752935,-0.643736846233061,0.0738800680168907,0,0
744,329.198,0.3175,0.12694,38.6849,0.280884,38.75879710381835,-0.0738971038183535,0.280884,110461,458415,1701786,5.148123020830382,5.164109894621317,5.131695337723261,0.42113168167546655,0.4197619500338705,0.39117622071166236,-0.011850068475969635,0.011850068475969635,0.01620777799274499,0.0,-0.7653805095870913,0.0738971038183535,0,1
762,15.5353,-0.879,0.19009,39.8807,0.15799,39.71702574182423,0.1636742581757673,0.15799,115652,454367,1782384,5.168067021339666,5.1602578648134285,5.151791654599097,0.4360420690609182,0.41718880209176973,0.40329590243942676,-0.011740195442633921,0.011740195442633921,0.008139893565894467,0.0,-0.81519160296843,0.1636742581757673,0,1
ASASSN-15fs,284.67,43.4689,0.0285,35.2391,0.185823,35.37228401351213,-0.1331840135121282,0.185823,96619,331300,1077904,5.089977151784329,5.023072874065661,4.933370622437305,0.3776610935185514,0.32554951209800836,0.2715706012906539,-0.11296773162989174,0.11296773162989174,0.07857934563057248,0.0,0.044486728440217393,0.1331840135121282,0,0
ASASSN-15nr,261.674,13.9098,0.02309,34.8331,0.263771,34.9067128201049,-0.0736128201048984,0.263771,110257,442626,1755480,5.147320229062209,5.148888029426174,5.1451862693293675,0.42053150438166137,0.40959377557644433,0.3993123283520455,-0.0015393265620134852,0.0015393265620134852,0.0018580818934654435,0.0,-0.8968289317392798,0.0736128201048984,0,1
ASASSN-15tg,5.171,25.229,0.03445,35.861,0.1686,35.7932381069475,0.0677618930524985,0.1686,55500,238318,964014,4.849210926811809,4.880008795192473,4.8848739275223805,0.19766121425651567,0.22998300339987127,0.24232322671705214,0.025725417134180615,0.025725417134180615,0.01933919952265539,0.0356630007105716,-0.14103712047255673,0.0677618930524985,0,0
ASASSN-16aj,65.4509,-15.7554,0.03053,35.4654,0.177866,35.52485286570077,-0.05945286570077,0.177866,72556,278484,1211705,4.9655894363686075,4.947651935100469,4.984187394367216,0.284667262016372,0.27516848090968593,0.3022171673270125,0.013415590887626639,0.013415590887626639,0.01826872453719111,0.018597957998608194,-0.4611956460211277,0.05945286570077,0,0
ASASSN-16av,177.868,22.0261,0.02676,35.3467,0.289875,35.23277472695856,0.1139252730414384,0.289875,63201,254317,1010409,4.9056409401950205,4.908227226860353,4.905287771746999,0.2398490069873792,0.24883285737213656,0.2546344027584701,-0.0002547571842794317,0.0002547571842794317,0.0016048885231989822,0.0,-0.9038196032446721,0.1139252730414384,0,0
ASASSN-16br,236.376,-13.1528,0.029,35.5064,0.190895,35.41082871127588,0.0955712887241162,0.190895,0,0,0,0.10491011863382857,-0.4971498726941338,-1.0992098640220962,-3.3492381598242233,-3.361947861798997,-3.3665565214419995,-0.8685889638065035,0.8685889638065035,0.6020599913279623,0.0,6.44743368343028,0.0955712887241162,1,0
ASASSN-16ct,228.476,4.7573,0.04252,36.2457,0.207056,36.2626488099897,-0.0169488099896994,0.207056,63959,266090,1071238,4.910818573708026,4.927880312956701,4.930676511386332,0.2437198713800506,0.2619610782236941,0.26994583747553336,0.014324474105386852,0.014324474105386852,0.010749103533807754,0.01985793767830568,-0.484032763720026,0.0169488099896994,0,0
ASASSN-16fo,203.149,-5.2725,0.02994,35.4803,0.173804,35.48156064914126,-0.0012606491412583,0.173804,70646,263110,1076510,4.954003843047584,4.9229891325159985,4.932808607866061,0.27600572570993487,0.2586937798088009,0.2712316616843604,-0.015289130343429099,0.015289130343429099,0.015851247899921456,0.0,-0.7529916065723249,0.0012606491412583,0,0
AT2017lm,45.3849,-15.016,0.03002,35.5542,0.216273,35.48747951914553,0.066720480854471,0.216273,84986,357363,1525985,5.034262617759315,5.0559609278850655,5.084340685225444,0.3360082022179224,0.3475186640063843,0.36261758879177525,0.03612368979534345,0.03612368979534345,0.025113210766958695,0.05007806746612875,0.15918997551779202,0.066720480854471,0,0
AT2017po,240.965,39.9901,0.03201,35.576,0.196814,35.62994434254625,-0.0539443425462522,0.196814,50627,204256,818124,4.8093008900633345,4.813027076276686,4.813609799872735,0.16782396529483629,0.18523935374442047,0.1993452745352279,0.003108221406829768,0.003108221406829768,0.002337760118557574,0.004308909809400241,-0.8212298407170264,0.0539443425462522,0,0
ATLAS16bwu,18.5927,-13.1531,0.07074,37.3712,0.228257,37.41018140171683,-0.0389814017168248,0.228257,109113,423796,1547359,5.142790595461138,5.13000800538131,5.090381501923416,0.4171450929305241,0.3969819585758689,0.3662606830068762,-0.037805169672178306,0.037805169672178306,0.027326322691051917,0.0,-0.5874176247798008,0.0389814017168248,0,0
ATLAS16cpu,227.956,46.251,0.01851,34.5716,0.239989,34.41940331720228,0.1521966827977152,0.239989,44986,178595,730668,4.757997151432942,4.754721855109339,4.764510817957671,0.12946864049703444,0.1462915866338856,0.16973467286904229,0.0046986171966152965,0.0046986171966152965,0.004982957810524573,0.006513666524728734,-0.7645333088634624,0.1521966827977152,1,0
ATLAS17bas,166.898,22.8514,0.02331,34.5715,0.261746,34.9276501703622,-0.3561501703621985,0.261746,66184,251240,1019519,4.925669691829144,4.902940640638513,4.9091858857629225,0.2548227553871934,0.24530142871350913,0.25698527637891616,-0.011890552633356798,0.011890552633356798,0.011742577209448164,0.0,-0.7925195152579153,0.3561501703621985,0,0
Gaia16aki,239.794,14.6416,0.07398,37.5535,0.176502,37.51215778881543,0.0413422111845704,0.176502,66069,259786,1086397,4.924914425442147,4.917467542058565,4.936779093402398,0.2542581086702971,0.25500536880700386,0.273626181103138,0.008558548814024616,0.008558548814024616,0.00973963066754565,0.011864667960251651,-0.6371025482566596,0.0413422111845704,0,0
PS15ahs,269.874,43.3901,0.02522,35.1974,0.185937,35.10166023631452,0.0957397636854793,0.185937,66176,257944,1039246,4.925617194044894,4.914377241242446,4.917508915477709,0.25478350737876665,0.252941054255443,0.2620047270462786,-0.005848886639511628,0.005848886639511628,0.005800691105953705,0.0,-0.854457338168,0.0957397636854793,0,0
PS15asb,215.085,-9.3009,0.04952,36.4714,0.18553,36.60421277587589,-0.132812775875891,0.18553,3986,67852,397688,3.705556354296223,4.334419181286043,4.500333714629539,-0.6573494293409237,-0.13446972990447664,0.010414811827766539,0.5733106781818478,0.5733106781818478,0.4192586989840146,0.7947773603333159,16.255542265331087,0.132812775875891,1,0
PS15bsq,355.467,-8.6379,0.03309,35.7797,0.159699,35.70367286331549,0.0760271366845088,0.159699,67938,263898,1019354,4.93702926879695,4.924287871844579,4.909115593479511,0.26331531900530963,0.25956133499329587,0.256942884526313,-0.02013546047672707,0.02013546047672707,0.013974467770499753,0.0,-0.7439391349402652,0.0760271366845088,0,0
PS15cku,21.0939,3.5876,0.02222,35.0537,0.229702,34.82194542409553,0.2317545759044676,0.229702,108741,414552,1627902,5.141307434985525,5.120430189661626,5.112418659491901,0.4160362633736916,0.39058399749092265,0.3795508464514906,-0.020838846571003145,0.020838846571003145,0.014914228874331806,0.0,-0.7352113845986631,0.2317545759044676,0,0
PS16ayd,216.826,-1.6753,0.05485,36.8581,0.149593,36.83421035945601,0.0238896405439916,0.149593,72569,283016,1122043,4.965667241715371,4.954662650407719,4.950800023720264,0.2847254302790716,0.27985162423026994,0.28208192023332745,-0.010724430836678043,0.010724430836678043,0.007714219399795963,0.0,-0.8220984305726746,0.0238896405439916,0,0
PS16dnp,344.915,2.1498,0.04998,36.8583,0.163226,36.62498532069562,0.2333146793043781,0.163226,83942,325128,1306211,5.028894604836008,5.014905835584741,5.01680380522797,0.3319950077668214,0.32009394728976115,0.32188746418671454,-0.00872166831744944,0.00872166831744944,0.0075880980169996245,0.0,-0.831354508973149,0.2333146793043781,0,0
PS17bii,171.409,7.3336,0.07467,37.4501,0.192118,37.53332131387807,-0.0832213138780701,0.192118,59814,244083,962976,4.881720225704841,4.890389439130045,4.884406050420849,0.22196557786194707,0.23691725207337375,0.24204105951231983,0.0019374129992408597,0.0019374129992408597,0.004437902212047768,0.0026858247160079785,-0.8382128273129311,0.0832213138780701,0,0
PSNJ1602512,240.714,47.2248,0.02039,34.556,0.333904,34.63242787128218,-0.0764278712821848,0.333904,47787,197686,796771,4.784228973654739,4.798828238127394,4.802124199773118,0.14907988303441888,0.1757545592370543,0.19241854171548878,0.012908676988286271,0.012908676988286271,0.009524013545949145,0.017895226118379348,-0.5275953265092881,0.0764278712821848,0,0
SCP05D0,35.4253,-3.3648,1.01236,44.1177,0.367085,43.98437482555363,0.1333251744463695,0.367085,107666,429131,1735799,5.136992730808147,5.135441028007842,5.140289820009531,0.4128105358819382,0.4006112064498648,0.39635937892757134,0.002378347120102582,0.002378347120102582,0.002476198789071335,0.0032970892013839403,-0.8389777436822368,0.1333251744463695,0,1
SN2016ajf,49.9771,41.565,0.01978,34.7627,0.339971,34.56551026667485,0.1971897333251533,0.339971,0,0,0,0.10491011863382857,-0.4971498726941338,-1.0992098640220962,-3.3492381598242233,-3.361947861798997,-3.3665565214419995,-0.8685889638065035,0.8685889638065035,0.6020599913279623,0.0,6.44743368343028,0.1971897333251533,1,0
SN2016glp,354.058,23.696,0.08366,37.9686,0.221594,37.7931733593061,0.1754266406938995,0.221594,63292,251862,1019647,4.906265799749484,4.904014499345165,4.909240407699081,0.24031615990457916,0.2460187641078175,0.2570181574544639,0.002145726068736502,0.002145726068736502,0.0026212835306334377,0.002974607949597363,-0.8440167297067322,0.1754266406938995,0,0
SN2017jl,14.3829,30.1852,0.01529,33.7706,0.30219,33.99930114641883,-0.2287011464188282,0.30219,56464,235875,955664,4.856689451110409,4.875533881681021,4.88109581680176,0.2032522537428881,0.22699377043249158,0.2400447246537594,0.017605471374517245,0.017605471374517245,0.012791392757618245,0.024406365691350906,-0.3879532087892036,0.2287011464188282,0,0
carter,150.061,2.1924,1.54295,45.0902,0.371014,45.10435113174808,-0.014151131748072,0.371014,72325,269801,1011069,4.964204565675309,4.933895292010708,4.905571360373393,0.28363191514570635,0.2659790717872176,0.2548054293159601,-0.04229491726024955,0.04229491726024955,0.029322204150460367,0.0,-0.5561894435529482,0.014151131748072,0,0
iPTF17dz,126.107,24.9978,0.09284,38.2226,0.493293,38.032352010055774,0.1902479899442255,0.493293,64374,255800,1027855,4.913627360683076,4.9107523652344005,4.9127224113512415,0.24581975609784917,0.25051964458167314,0.259118083341373,-0.0006527829566468619,0.0006527829566468619,0.0014700121215812509,0.0,-0.9029583161295192,0.1902479899442255,0,0
