CID,RA,DEC,zCMB,MU_SH0ES,MU_SH0ES_ERR_DIAG,mu_model,resid_mu,resid_mu_err,n_05deg,n_10deg,n_20deg,log_rho_05,log_rho_10,log_rho_20,rho_05_std,rho_10_std,rho_20_std,grad_logrho_logr,abs_grad,multiscale_var,sparse_reconnection,neck_score,abs_resid,low_density_tail,high_density_bulk
090201,353.328,-0.9507,0.50817,42.0193,0.184312,42.171990754748165,-0.1526907547481641,0.184312,116275,455610,1655658,5.170400201864593,5.161444328186219,5.119761030221411,0.4377863843727167,0.4179813571700875,0.38397888154462295,-0.03652844090217232,0.03652844090217232,0.027024774767096284,0.0,-0.594670830686853,0.1526907547481641,0,1
091869,351.908,-1.7625,0.28843,40.7458,0.165419,40.73582531589023,0.0099746841097712,0.165419,91728,343589,1436071,5.067416777628734,5.038890642744414,5.057966350549099,0.3607946720569161,0.33611574884960466,0.3467117616676426,-0.006817042141036696,0.006817042141036696,0.01453119386971642,0.0,-0.7969573664705344,0.0099746841097712,0,0
100101,132.141,43.9852,0.42967,41.9219,0.19807,41.74036552575,0.1815344742500002,0.19807,46417,181032,737473,4.771596542826199,4.760607875719686,4.7685368496374965,0.13963571774843359,0.15022343622385007,0.1721626910420664,-0.0022071020949913185,0.0022071020949913185,0.005671289603139276,0.0,-0.8706771780085091,0.1815344742500002,1,0
10550,349.675,-1.2049,0.29923,41.0113,0.341681,40.82720813664015,0.1840918633598463,0.341681,121286,442575,1551366,5.1887243726675525,5.148837986625593,5.091504685062136,0.4514857665534442,0.4095603470891913,0.3669380520117233,-0.07012918059255402,0.07012918059255402,0.04887006397538473,0.0,-0.3187092717491449,0.1840918633598463,0,1
110716,128.986,43.4945,0.31577,41.2033,0.233304,40.961422221859536,0.2418777781404628,0.233304,48755,193978,757194,4.792938187007865,4.790604843433134,4.779997873494202,0.1555910012454923,0.1702613485948932,0.17907460242741108,-0.009334463066854691,0.009334463066854691,0.006896907729253499,0.0,-0.8329859391100958,0.2418777781404628,0,0
1279500,36.9257,-4.3149,0.23471,40.2784,0.167703,40.22822806175505,0.0501719382449508,0.167703,103173,420967,1685693,5.118480386863325,5.127099211379977,5.127568876982696,0.39897047307701017,0.3950388902010613,0.3886876358059433,0.006555959812192496,0.006555959812192496,0.005117052772790192,0.009088490119371073,-0.7163945711966819,0.0501719382449508,0,0
12860,323.694,1.1759,0.12042,38.7926,0.252257,38.63546571537832,0.1571342846216765,0.252257,125633,479079,1792735,5.204017305918452,5.183258168189186,5.154306475632213,0.4629189571475087,0.4325529571608241,0.4048125400756644,-0.03585878416621496,0.03585878416621496,0.02496767559907335,0.0,-0.6100896639723211,0.1571342846216765,0,1
12927,41.7861,0.7751,0.18892,39.4384,0.149571,39.70217550463772,-0.2637755046377137,0.149571,99969,411541,1651741,5.104779810742096,5.117264291124984,5.118732348013871,0.38872774884140354,0.38846918381845935,0.38335850413758726,0.010064628164903654,0.010064628164903654,0.007666928304738169,0.013952537271774368,-0.6114102048206952,0.2637755046377137,0,0
12950,351.667,-0.8403,0.08141,37.7215,0.219648,37.73073694675067,-0.0092369467506685,0.219648,108642,418215,1632292,5.140911868072621,5.124250771231775,5.113588254159134,0.4157405325394728,0.3931361380752777,0.3802562053092819,-0.019709821146076292,0.019709821146076292,0.013771112854799329,0.0,-0.7469861314731034,0.0092369467506685,0,0
1306073,36.8506,-3.7494,0.32859,41.1,0.144172,41.06105693336829,0.0389430666317096,0.144172,106907,421258,1669727,5.133920323616767,5.127399319781305,5.123435865975705,0.4105135653514775,0.3952393619922461,0.38619510056719464,-0.007562937522585182,0.007562937522585182,0.005293963687044183,0.0,-0.8502950778940709,0.0389430666317096,0,0
13070,357.785,-0.7463,0.19719,39.8018,0.14158,39.80536358045043,-0.0035635804504323,0.14158,105407,405999,1601984,5.12778369178747,5.111376160883061,5.105448581279352,0.4059257416711623,0.38453592499896677,0.3753473334358646,-0.016111376583884555,0.016111376583884555,0.011570079456276479,0.0,-0.7756930881983207,0.0035635804504323,0,0
1308582,37.1372,-4.3728,0.36705,41.2088,0.151911,41.33976533829163,-0.1309653382916309,0.151911,101730,419068,1685495,5.112363432200165,5.125135663045738,5.127517862173376,0.39439736029532363,0.3937272439762279,0.38865686980756753,0.010931610484925714,0.010931610484925714,0.008149248444583708,0.015154429973211592,-0.5863725219447955,0.1309653382916309,0,0
1316437,42.5626,-0.745,0.47196,42.0374,0.25691,41.9812471804617,0.0561528195382976,0.25691,96737,395677,1604488,5.090507223001723,5.100192031137183,5.106126879998596,0.3780573814743979,0.37706494946787006,0.3757564016568917,0.011267200844887606,0.011267200844887606,0.007884495590804022,0.015619656996872955,-0.5794421655701979,0.0561528195382976,0,0
1317286,36.0079,-6.8106,0.28198,40.5986,0.166629,40.67973150869896,-0.0811315086989594,0.166629,105620,414794,1655507,5.128660393625218,5.1206836400047955,5.119721419735553,0.4065811750691043,0.3907533017957897,0.383954993262773,-0.00644810665062751,0.00644810665062751,0.004906793256421239,0.0,-0.8573860981986466,0.0811315086989594,0,0
