CID,RA,DEC,zCMB,MU_SH0ES,MU_SH0ES_ERR_DIAG,mu_model,resid_mu,resid_mu_err,n_05deg,n_10deg,n_20deg,n_025cdeg,n_300cdeg,n_500cdeg,log_rho_025,log_rho_050,log_rho_100,log_rho_200,log_rho_300,log_rho_500,rho_100_std,full_grad_logrho_logr,abs_full_grad,multiscale_var,grad_0.25-1.00deg,abs_grad_0.25-1.00deg,grad_0.50-2.00deg,abs_grad_0.50-2.00deg,grad_1.00-3.00deg,abs_grad_1.00-3.00deg,grad_2.00-5.00deg,abs_grad_2.00-5.00deg,best_window_abs_grad,graph_degree,neighbor_log_rho_mean,neighbor_log_rho_std,own_minus_neighbor,abs_own_minus_neighbor,neighbor_high_low_pairs,corridor_betweenness,graph_neck_score,abs_resid
1308582,37.1372,-4.3728,0.36705,41.2088,0.151911,41.33976533829163,-0.1309653382916309,0.151911,101730,419068,1685495,24620,3783205,10552420,5.0982757981047,5.112363432200165,5.125135663045738,5.127517862173376,5.126467607646597,5.128262228155608,0.3937272439762279,0.009619816640080502,0.009619816640080502,0.012021597849273096,0.01937529697469133,0.01937529697469133,0.010931610484925714,0.010931610484925714,0.0014519159984396832,0.0014519159984396832,0.000927283724848477,0.000927283724848477,0.010931610484925714,7,5.131725125304335,0.010532449732643048,-0.006589462258597578,0.006589462258597578,0.0,0.01842484359908244,0.7910202149223895,0.1309653382916309
1316437,42.5626,-0.745,0.47196,42.0374,0.25691,41.9812471804617,0.0561528195382976,0.25691,96737,395677,1604488,23737,3596700,9498899,5.082414235466908,5.090507223001723,5.100192031137183,5.106126879998596,5.104511953531192,5.082583434281631,0.37706494946787006,0.003059699252135798,0.003059699252135798,0.010693565777032205,0.012823968825721626,0.012823968825721626,0.011267200844887606,0.011267200844887606,0.00443073217524318,0.00443073217524318,-0.0264275454562976,0.0264275454562976,0.011267200844887606,5,5.136317206353475,0.009111271119039895,-0.03612517521629144,0.03612517521629144,0.0,0.0008814419117339487,-1.1876731720336164,0.0561528195382976
1317286,36.0079,-6.8106,0.28198,40.5986,0.166629,40.67973150869896,-0.0811315086989594,0.166629,105620,414794,1655507,26333,3734642,10354087,5.127486941190408,5.128660393625218,5.1206836400047955,5.119721419735553,5.120856711155789,5.120021970389574,0.3907533017957897,-0.0030425996894072765,0.0030425996894072765,0.004042170484107057,-0.004907544441078306,0.004907544441078306,-0.00644810665062751,0.00644810665062751,-8.910832681545688e-06,8.910832681545688e-06,0.00024452342371501144,0.00024452342371501144,0.00644810665062751,7,5.127651659877027,0.005085733012332646,-0.006968019872231501,0.006968019872231501,0.0,0.013789850544201752,0.26306470535891413,0.0811315086989594
1332413,36.2749,-5.853,0.60873,42.6179,0.230751,42.641520609356,-0.0236206093560014,0.230751,98956,418228,1700963,22934,3786085,10425279,5.067468854429793,5.100356639296983,5.124264270812178,5.131485258075601,5.126798092497291,5.122997846627051,0.39314515576705716,0.01830797357438437,0.01830797357438437,0.024447091078729135,0.04096923278004576,0.04096923278004576,0.022454551970817905,0.022454551970817905,0.003179825042008857,0.003179825042008857,-0.009185211493917534,0.009185211493917534,0.022454551970817905,4,5.123498318407733,0.01688302922352863,0.0007659524044454358,0.0007659524044454358,0.0,0.0019952838744785053,-1.0541957287613168,0.0236206093560014
13370,27.1515,0.3282,0.19846,40.3246,0.238597,39.82085296030183,0.5037470396981689,0.238597,102085,421836,1697362,25026,3812559,10464683,5.105378903575956,5.113876305974026,5.127994797045739,5.130564866945104,5.1298243049660055,5.124636237201671,0.3956371395728889,0.00741728382610724,0.00741728382610724,0.010195161998265558,0.016313918677064266,0.016313918677064266,0.012038252076273558,0.012038252076273558,0.0018852344414700393,0.0018852344414700393,-0.006627082477539598,0.006627082477539598,0.012038252076273558,8,5.149061595522932,0.020941199303552545,-0.02106679847719306,0.02106679847719306,0.0,0.04180353994709441,3.4365679487267964,0.5037470396981689
1338266,34.905,-5.8691,0.64846,43.0397,0.272369,42.80703105560486,0.2326689443951437,0.272369,110462,423393,1670209,28672,3806922,10483233,5.164443244669149,5.14812695243144,5.129594826559985,5.123561215573051,5.129181710595462,5.12540539858039,0.39670595597806074,-0.012827258679294497,0.012827258679294497,0.01617074251827124,-0.02513781999445831,0.02513781999445831,-0.017720433370690142,0.017720433370690142,-0.0012728777929137136,0.0012728777929137136,0.0016124843840933352,0.0016124843840933352,0.017720433370690142,5,5.124820749178194,0.01543059862418019,0.004774077381791031,0.004774077381791031,0.0,0.006031198984219118,-0.6008092013551944,0.2326689443951437
1345582,33.7065,-4.6747,0.45878,41.9679,0.252185,41.90840846046906,0.0594915395309385,0.252185,109179,433721,1749463,27900,3893044,10672075,5.152589879066896,5.143053208603771,5.140061579051765,5.143695146093651,5.1388970416563025,5.133159027997072,0.40369772498762174,-0.004970243056417093,0.004970243056417093,0.006444029415265074,-0.00903725815129903,0.00903725815129903,0.00046306001660549774,0.00046306001660549774,-0.00038138069927219626,0.00038138069927219626,-0.011487351679640243,0.011487351679640243,0.00046306001660549774,6,5.127808691149755,0.016209422741318917,0.012252887902009846,0.012252887902009846,0.0,0.014718050197825272,0.37904417751398856,0.0594915395309385
13727,317.588,0.9326,0.22534,40.1329,0.188923,40.12883086263482,0.0040691373651782,0.188923,125397,481958,1769767,31783,3869812,9950571,5.209178662009098,5.20320072852653,5.1858602219117005,5.1487064741342765,5.136297597089508,5.102758165138701,0.4342911236640045,-0.03597610657720227,0.03597610657720227,0.041968767953789086,-0.01682069894489077,0.01682069894489077,-0.03930929528432257,0.03930929528432257,-0.04602781620798188,0.04602781620798188,-0.050805974195872995,0.050805974195872995,0.03930929528432257,7,5.131941449716903,0.05899957547883938,0.05391877219479735,0.05391877219479735,0.0,0.0010161767074862047,-1.1215123678199725,0.0040691373651782
13830,351.562,-0.3823,0.32985,40.8444,0.209813,41.07065477922046,-0.2262547792204614,0.209813,110371,431731,1682885,28549,3552369,8441346,5.162576222543658,5.147769030905503,5.1380643670864545,5.1268448335058325,5.099125811625601,5.031321871893411,0.4023635915268804,-0.036944679915858994,0.036944679915858994,0.04737614921848993,-0.017681566155547102,0.017681566155547102,-0.015093617911543386,0.015093617911543386,-0.033369763855141454,0.033369763855141454,-0.10546158579222908,0.10546158579222908,0.015093617911543386,5,5.117390687925976,0.04674079153395374,0.020673679160478464,0.020673679160478464,0.0,0.0,-1.248567183946553,0.2262547792204614
140152,162.393,57.6157,0.20864,39.8798,0.15965,39.94179308726686,-0.0619930872668561,0.15965,50033,188703,744502,12101,1678023,4521549,4.7898272585582005,4.804175342854153,4.778631233403579,4.772656588073917,4.77340578591645,4.760197456333221,0.16226300186767686,-0.01163638287736125,0.01163638287736125,0.015311706844857772,-0.00807622498412025,0.00807622498412025,-0.02273597560822075,0.02273597560822075,-0.005172402788426774,0.005172402788426774,-0.014118976909426399,0.014118976909426399,0.02273597560822075,7,4.79044508510011,0.012811325191345417,-0.011813851696531152,0.011813851696531152,0.0,0.0,-1.2832360109145466,0.0619930872668561
14157,51.1367,1.0224,0.21083,39.806,0.155718,39.96709439044967,-0.1610943904496693,0.155718,58137,238954,845344,14381,1732465,4468009,4.8647893943790885,4.869370206200612,4.881166249627382,4.827824124238432,4.787272338115883,4.755024255087239,0.23075618056770184,-0.0384792562603664,0.0384792562603664,0.050646038079831764,0.011813403926034848,0.011813403926034848,-0.02996916320760208,0.02996916320760208,-0.08454960093781572,0.08454960093781572,-0.07875617861360575,0.07875617861360575,0.02996916320760208,6,5.0550721449639235,0.11869376930478273,-0.17390589533654133,0.17390589533654133,0.0,0.0010177424210054049,-1.0603409066131573,0.1610943904496693
14437,332.081,-1.1964,0.14792,39.0382,0.157931,39.11880428243464,-0.0806042824346349,0.157931,92846,364123,1499533,22692,3334940,8824053,5.062862023093167,5.072677994351046,5.064099432232827,5.076746453252499,5.0716957728804015,5.050578275798314,0.35295516807271665,-0.0018749464865389287,0.0018749464865389287,0.009408858647726103,0.0008926020146688208,0.0008926020146688208,0.0029347727405934164,0.0029347727405934164,0.008134665474386257,0.008134665474386257,-0.02910263062838034,0.02910263062838034,0.0029347727405934164,7,5.132557599084646,0.05498648799877898,-0.06845816685181916,0.06845816685181916,0.0,0.009533073637761326,-0.16571013683369373,0.0806042824346349
150254,183.211,47.1458,0.27508,40.5286,0.241865,40.61839770321263,-0.089797703212632,0.241865,46195,191316,770532,12637,1699106,4590520,4.80864846098976,4.769514491308255,4.784603689482477,4.787581379176408,4.778828346968866,4.76677209710889,0.16625259017180444,-0.008339958727242393,0.008339958727242393,0.015121570065543507,-0.017344636306432647,0.017344636306432647,0.013032504765840273,0.013032504765840273,-0.004228273884759241,0.004228273884759241,-0.022748265676805053,0.022748265676805053,0.013032504765840273,7,4.786792619692792,0.020313869538483888,-0.0021889302103152986,0.0021889302103152986,0.0,0.0,-1.275569977822125,0.089797703212632
15440,39.7207,0.0901,0.2613,40.447,0.207526,40.49153620841223,-0.0445362084122251,0.207526,100785,423668,1716929,25036,3850349,10355503,5.105552399296506,5.108310327876108,5.129876814999379,5.135542725120505,5.134107826897083,5.120081359390317,0.39689432367216276,0.008071488518241342,0.008071488518241342,0.01306369091289117,0.017546356953528273,0.017546356953528273,0.01964402222800497,0.01964402222800497,0.004316736779329424,0.004316736779329424,-0.017324220359364602,0.017324220359364602,0.01964402222800497,8,5.069560128836759,0.1112317513111647,0.060316686162620314,0.060316686162620314,0.0,0.004792095777638621,-0.642574420726972,0.0445362084122251
160039,184.975,48.1403,0.27085,40.4887,0.166124,40.58009150712589,-0.0913915071258912,0.166124,52757,201428,754651,12966,1664427,4559407,4.819809620806906,4.82719844217557,4.806972123976819,4.778536863340335,4.769872631009567,4.763818575547424,0.18119465813536417,-0.0227081672293038,0.0227081672293038,0.027084657163183704,-0.009260296507096873,0.009260296507096873,-0.035101909233710385,0.035101909233710385,-0.034550538815444766,0.034550538815444766,-0.01588371373969526,0.01588371373969526,0.035101909233710385,8,4.7793920371076934,0.02067523492678486,0.02758008686912561,0.02758008686912561,0.0,0.0,-1.275200737882047,0.0913915071258912
16093,350.362,1.1325,0.33439,41.1204,0.23572,41.10495892647402,0.0154410735259773,0.23572,104136,404077,1515549,25754,3305925,8428346,5.1178316641783885,5.1225151809094305,5.10931533325781,5.081360404867551,5.067900745943064,5.030652526097059,0.3831592964090017,-0.0288955472676156,0.0288955472676156,0.03541737552767307,-0.006143234192843785,0.006143234192843785,-0.029686895652257624,0.029686895652257624,-0.037980736148314695,0.037980736148314695,-0.05608826695816185,0.05608826695816185,0.029686895652257624,5,5.123140494691705,0.04726440161654362,-0.01382516143389445,0.01382516143389445,0.0,0.0,-1.248032163820722,0.0154410735259773
16350,323.639,-0.8858,0.23684,40.2279,0.210237,40.25031063580981,-0.0224106358098126,0.210237,138733,501605,1848352,35425,3973069,9869266,5.256292228256088,5.247093026735658,5.203212850007527,5.16757505270611,5.1477338346576005,5.099195017030256,0.4458826433306939,-0.052503607214684264,0.052503607214684264,0.0605048464485977,-0.03828867788633409,0.03828867788633409,-0.05736009339698296,0.05736009339698296,-0.0505977371147182,0.0505977371147182,-0.07549471025603781,0.07549471025603781,0.05736009339698296,8,5.143125301503098,0.03625425951965417,0.06008754850442877,0.06008754850442877,0.0,0.005271437429988038,-0.6651612220885845,0.0224106358098126
17220,9.7015,-0.1792,0.17769,39.3394,0.257355,39.55512407924062,-0.2157240792406227,0.257355,115306,460230,1822468,28622,4065003,10666808,5.163685260530384,5.166765791662216,5.165825995605261,5.161450285728717,5.157668595146462,5.132944637312401,0.42090830194065715,-0.008190921762713797,0.008190921762713797,0.012729286447449091,0.0015442139381912146,0.0015442139381912146,-0.0038343270250374728,0.0038343270250374728,-0.007305403516622301,0.007305403516622301,-0.03184549776116125,0.03184549776116125,0.0038343270250374728,6,5.145130133972503,0.025557717950002435,0.02069586163275794,0.02069586163275794,0.0,0.00949344130861262,-0.2002469814637251,0.2157240792406227
17340,41.2121,0.3648,0.25625,40.3729,0.207312,40.44349349522032,-0.0705934952203151,0.207312,107470,431453,1684074,27530,3721870,9978146,5.146792096385795,5.136201408568437,5.137784626983757,5.1271515648047385,5.119368934281105,5.1039600163947965,0.4021767257170405,-0.012712146531409764,0.012712146531409764,0.015280779211722937,-0.006497515718639413,0.006497515718639413,-0.006528082359353585,0.006528082359353585,-0.01660951682236786,0.01660951682236786,-0.025516801213222803,0.025516801213222803,0.006528082359353585,8,5.067304773756671,0.10985747913850878,0.07047985322708605,0.07047985322708605,0.0,0.0009554376057459504,-1.0763918566839823,0.0705934952203151
18030,4.933,-0.4001,0.15518,39.3994,0.175858,39.23229835340023,0.1671016465997752,0.175858,106251,424520,1694322,26664,3808001,10532262,5.132911697980687,5.131247232234191,5.130749305887109,5.129786342294804,5.129304785674759,5.127431813923788,0.39747714578004617,-0.0016061689801396485,0.0016061689801396485,0.0018643071943859142,-0.0015598361749307955,0.0015598361749307955,-0.0010538093354190057,0.0010538093354190057,-0.0013228709177283892,0.0013228709177283892,-0.0026163027180342614,0.0026163027180342614,0.0010538093354190057,5,5.155572539301486,0.02573254888993887,-0.0248232334143772,0.0248232334143772,0.0,0.0,-1.2700332194501043,0.1671016465997752
18617,345.762,0.8492,0.3257,41.1639,0.271274,41.03891379897301,0.1249862010269851,0.271274,118371,439843,1604762,30193,3371605,8391914,5.186890760674679,5.178159104098543,5.146148799355161,5.106201038517984,5.076444435888224,5.028771194961142,0.4077639755562751,-0.05288357065626095,0.05288357065626095,0.06156243714784465,-0.029389112775879227,0.029389112775879227,-0.05190677218251777,0.05190677218251777,-0.06282145230202144,0.06282145230202144,-0.08487894984235676,0.08487894984235676,0.05190677218251777,6,5.117934072534835,0.04114877867649258,0.028214726820325886,0.028214726820325886,0.0,0.0019731140536509663,-1.0318998667831294,0.1249862010269851
18650,328.447,0.0151,0.11243,38.6214,0.163201,38.47544638911949,0.145953610880511,0.163201,105418,424210,1727333,27131,3686540,9267800,5.140451918354776,5.127829010833942,5.1304320531020675,5.138166457524566,5.115226686154416,5.071886818597498,0.39726522157601124,-0.01639526661547313,0.01639526661547313,0.025508538836881832,-0.0072278049552290035,0.0072278049552290035,0.007456891538008537,0.007456891538008537,-0.011148588100009335,0.011148588100009335,-0.07286692327004679,0.07286692327004679,0.007456891538008537,7,5.111496578848469,0.053428036491883886,0.018935474253598095,0.018935474253598095,0.0,0.018147571483536743,0.8036003981489485,0.145953610880511
18740,16.8553,1.0437,0.15317,39.0991,0.159928,39.20138166059132,-0.1022816605913234,0.159928,112390,456012,1882128,28514,4050115,10555161,5.162043485882916,5.155641654005389,5.161827350996153,5.175439522374241,5.156075079954901,5.128375021854591,0.41823721561467697,-0.006226987147543579,0.006226987147543579,0.015554556716822454,-0.00015590836464810117,0.00015590836464810117,0.014281143257957627,0.014281143257957627,-0.002557443100458095,0.002557443100458095,-0.051485925545917494,0.051485925545917494,0.014281143257957627,7,5.145116602675584,0.023917429875348444,0.016710748320568847,0.016710748320568847,0.0,0.014735710900935202,0.3889106124322107,0.1022816605913234
18807,46.6409,0.7933,0.18714,39.7694,0.13671,39.67941821617536,0.0899817838246406,0.13671,61683,252999,1080847,15317,2536394,6913986,4.8921721751496845,4.895082647126816,4.905970648481684,4.9345547592533885,4.95282450625682,4.944638677260296,0.24732546768388217,0.021991395221454303,0.021991395221454303,0.026396425622764827,0.009953494523957359,0.009953494523957359,0.0284731102092099,0.0284731102092099,0.04249638065938463,0.04249638065938463,0.009855075050964578,0.009855075050964578,0.0284731102092099,5,5.035714596943054,0.133658543181324,-0.12974394846136938,0.12974394846136938,0.0,0.0,-1.1597553982885629,0.0899817838246406
18927,46.6825,-0.754,0.21214,39.9374,0.243726,39.9821128492864,-0.0447128492864052,0.243726,64868,248684,1058807,17154,2561924,7500798,4.9413608323539835,4.916947321669198,4.898499717908772,4.9256073500038235,4.95717402955042,4.980017646400029,0.24233490151798742,0.014381785703842874,0.014381785703842874,0.02929076933976182,-0.030917758628540685,0.030917758628540685,0.006246889966160845,0.006246889966160845,0.05186784853801886,0.05186784853801886,0.05875719443963947,0.05875719443963947,0.006246889966160845,8,5.072600571081411,0.11097963467480149,-0.17410085317263935,0.17410085317263935,0.0,0.0010968781481110331,-1.0593040938350191,0.0447128492864052
18940,10.349,0.412,0.21099,39.9552,0.163264,39.968933331946175,-0.0137333319461774,0.163264,120783,473941,1832192,31059,4051144,10653950,5.199171561354331,5.186919526661238,5.178575324209529,5.163761355539095,5.156185405748449,5.132420813665843,0.4294248270708763,-0.020582515255499204,0.020582515255499204,0.023880030564583973,-0.01485704459488935,0.01485704459488935,-0.01670508931698663,0.01670508931698663,-0.02048698725329504,0.02048698725329504,-0.0347278293447108,0.0347278293447108,0.01670508931698663,6,5.143005245871791,0.02257712017130413,0.035570078337737954,0.035570078337737954,0.0,0.00949344130861262,-0.20329252976700374,0.0137333319461774
19027,328.884,-0.372,0.29114,40.484,0.219145,40.75904870471513,-0.2750487047151253,0.219145,105057,422568,1686511,26347,3622204,9176566,5.127717764731267,5.1263392474706935,5.128747761000012,5.127779571639644,5.10758064359317,5.067590358462046,0.39614011793651577,-0.015676067327326532,0.015676067327326532,0.02425842769165217,0.0007429852545261164,0.0007429852545261164,0.0010389742679089917,0.0010389742679089917,-0.017342826133931597,0.017342826133931597,-0.06622391026894119,0.06622391026894119,0.0010389742679089917,6,5.154947584469657,0.03391037478106099,-0.026199823469644556,0.026199823469644556,0.0,0.00042765712447650003,-1.213477797234091,0.2750487047151253
19207,333.464,-0.9203,0.25721,40.5776,0.249962,40.45269326914142,0.1249067308585765,0.249962,103771,404268,1573547,26431,3456495,8786626,5.129100135602079,5.120990305615454,5.109520567513859,5.097670131283819,5.087243676501764,5.04873230924585,0.38329639246742747,-0.023720738082909074,0.023720738082909074,0.028868676779057884,-0.014123672891811585,0.014123672891811585,-0.01682194993045757,0.01682194993045757,-0.01993479208313772,0.01993479208313772,-0.054343908854922414,0.054343908854922414,0.01682194993045757,8,5.161197268894833,0.02676759086417543,-0.051676701380974244,0.051676701380974244,0.0,0.002587775098889262,-0.9773186377229526,0.1249067308585765
19230,332.891,0.7648,0.22005,39.9228,0.242946,40.07101279796318,-0.1482127979631755,0.242946,123558,474672,1688744,29303,3515694,8747459,5.173897015618279,5.196784503402127,5.179244656507903,5.128354212160101,5.094618809193613,5.046792083870625,0.42987193966139037,-0.04536361151433044,0.04536361151433044,0.05784061265563431,0.0038575074959574947,0.0038575074959574947,-0.04936202091072938,0.04936202091072938,-0.07664099337552063,0.07664099337552063,-0.08920964609798392,0.08920964609798392,0.04936202091072938,8,5.144402258318701,0.04387960871834805,0.03484239818920187,0.03484239818920187,0.0,0.005271437429988038,-0.6573697080909693,0.1482127979631755
1990O,258.901,16.322,0.03093,35.4926,0.166476,35.55373979440757,-0.0611397944075662,0.166476,91038,357229,1449587,22168,3305076,9414358,5.05271621334796,5.064137597288656,5.055798050891256,5.062034721142765,5.067789199777629,5.078700873975373,0.34740986251150013,0.00667263315524223,0.00667263315524223,0.009247943016274436,0.0022230758702692396,0.0022230758702692396,-0.0015169044936407994,0.0015169044936407994,0.010708365998154636,0.010708365998154636,0.018323686483263237,0.018323686483263237,0.0015169044936407994,4,4.930610004542487,0.1571457132371203,0.1251880463487689,0.1251880463487689,2.0,0.0,0.2024087557554452,0.0611397944075662
19940,315.393,-0.2685,0.15591,38.9704,0.179204,39.243434278857805,-0.273034278857807,0.179204,85102,343044,1537893,20778,3551722,9881359,5.02459475304185,5.034854988477303,5.0382012210215406,5.087716538542442,5.099046705529843,5.0997268405339815,0.3356552165650888,0.02930759546957992,0.02930759546957992,0.03502836498903508,0.009814991939157185,0.009814991939157185,0.038131548066340046,0.038131548066340046,0.05711241102396253,0.05711241102396253,0.012606470190420611,0.012606470190420611,0.038131548066340046,7,5.137202424315371,0.049049201763120574,-0.09900120329383011,0.09900120329383011,0.0,0.004908146215926991,-0.6930324518203894,0.273034278857807
1996bl,9.0749,11.3946,0.03481,35.7348,0.155656,35.81636803549163,-0.0815680354916281,0.155656,52366,231233,911055,13303,2046328,5606378,4.8309523461732535,4.823967813391438,4.866901819194301,4.86033520860789,4.859583076860416,4.85359257203758,0.22122757055047065,0.010792641946279201,0.010792641946279201,0.017516206313248486,0.025932063225018533,0.025932063225018533,0.026233530364412033,0.026233530364412033,-0.0069645878056286345,0.0069645878056286345,-0.007544493140218457,0.007544493140218457,0.026233530364412033,5,4.98102775716576,0.15047372197363867,-0.1141259379714592,0.1141259379714592,2.0,0.001949936513694903,0.4153603198924741,0.0815680354916281
2000dg,1.5575,8.8882,0.03725,36.0748,0.289284,35.967239448921376,0.1075605510786275,0.289284,52272,207841,882814,13322,2023140,5927582,4.8315721378551295,4.823187544043576,4.820583440137901,4.846659839672194,4.854633769242406,4.8777877624632415,0.190286989170146,0.015913753568008736,0.015913753568008736,0.02182855159097156,-0.00792666985123651,0.00792666985123651,0.0169316822508431,0.0169316822508431,0.031707483773736514,0.031707483773736514,0.03445480034296326,0.03445480034296326,0.0169316822508431,5,4.9691865621616635,0.12131089335432926,-0.14860312202376225,0.14860312202376225,0.0,0.005849809541084708,-0.5130652806474154,0.1075605510786275
2000dk,16.848,32.4064,0.01649,34.1436,0.28269,34.16527333072595,-0.0216733307259531,0.28269,58787,183050,587983,15567,1272515,3565581,4.899202932886068,4.874198804137784,4.765422233062589,4.670155644356334,4.653270869518186,4.6570405472841925,0.15343941696835445,-0.09522955272601605,0.09522955272601605,0.11156682758217665,-0.09650237610099406,0.09650237610099406,-0.14718602737200603,0.14718602737200603,-0.10589178344864716,0.10589178344864716,-0.013390254317941122,0.013390254317941122,0.14718602737200603,7,1.8432688241985196,2.920070683520299,2.9221534088640695,2.9221534088640695,4.0,1.6489949375855417e-05,4.365564602922555,0.0216733307259531
2000dm,274.746,16.2482,0.01472,34.0109,0.270222,33.91589604458839,0.095003955411606,0.270222,0,0,0,0,37207,983452,0.706970109961791,0.10491011863382857,-0.4971498726941338,-1.0992098640220962,3.1192439443700013,4.097663728106886,-3.361947861798997,1.062808991197326,1.062808991197326,2.0780154950650482,-0.8685889638065036,0.8685889638065036,-0.8685889638065035,0.8685889638065035,2.8437861323446394,2.8437861323446394,5.511819363760817,5.511819363760817,0.8685889638065035,7,4.96668588247927,0.16459179435449406,-5.463835755173404,5.463835755173404,4.0,0.008228484738551853,2.4755793400147557,0.095003955411606
2001br,277.607,34.1036,0.02046,34.8118,0.300223,34.639980330515435,0.171819669484563,0.300223,95140,386841,1538796,23724,2857665,6319316,5.082176331061121,5.0832778304875195,5.090383747261847,5.087971466923888,5.004619085556797,4.905580260340222,0.37051303613177,-0.04907218063661119,0.04907218063661119,0.07453772907354755,0.005920399325649539,0.005920399325649539,0.0033857430052420096,0.0033857430052420096,-0.07003476821439719,0.07003476821439719,-0.19883371632590627,0.19883371632590627,0.0033857430052420096,8,4.2776500604854375,1.9347731702508753,0.8127336867764097,0.8127336867764097,6.0,8.244974687927709e-06,4.696032283266174,0.171819669484563
2002de,244.127,35.7084,0.0305,35.3638,0.283742,35.52267142458615,-0.1588714245861524,0.283742,52807,207012,834489,13186,1893275,5417247,4.827116116149902,4.827609838377358,4.818847746439053,4.822211272714151,4.825821547487843,4.838688836548172,0.18912754937033888,0.0021898285997463576,0.0021898285997463576,0.006742549699253006,-0.005964367989039655,0.005964367989039655,-0.0038942419551107363,0.0038942419551107363,0.006186811983480278,0.006186811983480278,0.01828951550062159,0.01828951550062159,0.0038942419551107363,7,4.886440120433341,0.10371890946421977,-0.0675923739942883,0.0675923739942883,0.0,0.0,-1.1903474497621198,0.1588714245861524
2002jy,20.3178,40.4987,0.0187,34.9988,0.187715,34.441879852468034,0.5569201475319687,0.187715,0,0,0,0,0,0,0.706970109961791,0.10491011863382857,-0.4971498726941338,-1.0992098640220962,-1.4513923821334587,-1.8950898813661714,-3.361947861798997,-0.8685889638065037,0.8685889638065037,0.9818347962932731,-0.8685889638065036,0.8685889638065036,-0.8685889638065035,0.8685889638065035,-0.8685889638065037,0.8685889638065037,-0.8685889638065037,0.8685889638065037,0.8685889638065035,7,3.363230363290424,2.639272186959145,-3.860380235984558,3.860380235984558,3.0,8.244974687927709e-06,3.4086353544664796,0.5569201475319687
2003kc,146.643,30.6553,0.0341,35.8566,0.205773,35.770523081693135,0.0860769183068654,0.205773,60092,242724,979488,14447,2131151,5696538,4.866777842931222,4.883734004306636,4.887964637065446,4.891789699058913,4.877222043839346,4.860521193653602,0.23529748931096026,-0.0012282158132549265,0.0012282158132549265,0.01228315333240619,0.015283041414890394,0.015283041414890394,0.005810955435012453,0.005810955435012453,-0.008131146964241701,0.008131146964241701,-0.0340641943582771,0.0340641943582771,0.005810955435012453,5,4.871768388770297,0.05602913599790644,0.016196248295148763,0.016196248295148763,0.0,0.0,-1.2390764361762143,0.0860769183068654
20040,328.879,0.8151,0.28655,40.6389,0.217509,40.71959602270656,-0.0806960227065616,0.217509,121403,454886,1666283,29980,3576013,9126330,5.183816224372618,5.189143114675449,5.160753652816985,5.122539160132294,5.102006828245132,5.065206334644724,0.4175199874523962,-0.04153866681215496,0.04153866681215496,0.04911722667466375,-0.016636128806728948,0.016636128806728948,-0.04804459746150211,0.04804459746150211,-0.053652221970367224,0.053652221970367224,-0.06297352179755043,0.06297352179755043,0.04804459746150211,7,5.1547914052732375,0.03501834833145872,0.005962247543747523,0.005962247543747523,0.0,0.0013979709996634416,-1.1029857822853746,0.0806960227065616
2004br,187.783,0.6132,0.02426,34.807,0.18246,35.01588403420042,-0.2088840342004161,0.18246,66809,253990,1022575,17169,2319387,6433872,4.941740405122707,4.9297515903875295,4.907668455266015,4.910485731536542,4.913981023755009,4.9133826026254,0.24845959910317675,-0.00940660504137824,0.00940660504137824,0.013333078006340959,-0.024577716545833437,0.024577716545833437,-0.013897379511393224,0.013897379511393224,0.005564882597333034,0.005564882597333034,0.0029771576045158573,0.0029771576045158573,0.013897379511393224,5,4.899857124792253,0.019791712864502466,0.007811330473762368,0.007811330473762368,0.0,0.0,-1.2761035128679654,0.2088840342004161
2004gs,129.597,17.6277,0.02829,35.5996,0.235009,35.35589709211966,0.2437029078803405,0.235009,68368,251253,989375,18166,2219980,6319286,4.9662533261517545,4.939769346366863,4.902963111820379,4.896151507142529,4.894956875366519,4.905578198588076,0.24531643941650463,-0.02221419688132112,0.02221419688132112,0.028948700609751136,-0.04565423917633727,0.04565423917633727,-0.0314636201716199,0.0314636201716199,-0.007561046619200024,0.007561046619200024,0.010734835315217734,0.010734835315217734,0.0314636201716199,6,4.859218270901171,0.07534887900001226,0.04374484091920827,0.04374484091920827,0.0,0.0,-1.2193356945906328,0.2437029078803405
2004gu,191.603,11.9489,0.0467,36.4713,0.19409,36.47262618018118,-0.0013261801811808,0.19409,66695,253678,997251,16623,2235361,6449827,4.927705640174893,4.929009907122807,4.907134644343907,4.899595051943078,4.897955481742507,4.914458251928494,0.2481030145116245,-0.008528170947957136,0.008528170947957136,0.013523076871067158,-0.01483883683575543,0.01483883683575543,-0.021218332848130933,0.021218332848130933,-0.008626818590499285,0.008626818590499285,0.016905443760587963,0.016905443760587963,0.021218332848130933,3,4.7373443328158045,0.34930346813386637,0.16979031152810276,0.16979031152810276,0.0,0.0,-0.9394113317413924,0.0013261801811808
